 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
12:40 31.12.2019 	 1,4 	 1,42 	 14 	 19 	 196 	 993 	 8,1 	  
12:30 31.12.2019 	 1,48 	 1,32 	 14 	 20 	 196 	 993 	 8 	  
12:20 31.12.2019 	 1,55 	 1,44 	 15 	 21 	 195 	 993 	 8 	  
12:10 31.12.2019 	 1,63 	 1,55 	 15 	 23 	 193 	 993 	 8,1 	  
12:00 31.12.2019 	 1,71 	 1,72 	 16 	 23 	 194 	 993 	 8,1 	  
11:50 31.12.2019 	 1,79 	 1,77 	 15 	 22 	 194 	 994 	 8,1 	  
11:40 31.12.2019 	 1,86 	 1,8 	 15 	 21 	 193 	 994 	 8,1 	  
11:30 31.12.2019 	 1,94 	 1,73 	 15 	 20 	 188 	 994 	 8 	  
11:20 31.12.2019 	 2,01 	 1,89 	 15 	 20 	 185 	 994 	 7,7 	  
11:10 31.12.2019 	 2,08 	 2,02 	 16 	 21 	 184 	 995 	 7,6 	  
11:00 31.12.2019 	 2,15 	 2,07 	 14 	 19 	 185 	 995 	 7,6 	  
10:50 31.12.2019 	 2,21 	 1,96 	 14 	 18 	 185 	 995 	 7,6 	  
10:40 31.12.2019 	 2,27 	 2,17 	 15 	 18 	 184 	 995 	 7,6 	  
10:30 31.12.2019 	 2,32 	 2,11 	 15 	 19 	 184 	 995 	 7,5 	  
10:20 31.12.2019 	 2,37 	 2,28 	 14 	 18 	 184 	 996 	 7,5 	  
10:10 31.12.2019 	 2,42 	 2,31 	 12 	 16 	 185 	 996 	 7,5 	  
10:00 31.12.2019 	 2,46 	 2,28 	 14 	 18 	 186 	 997 	 7,6 	  
09:50 31.12.2019 	 2,49 	 2,36 	 14 	 19 	 188 	 997 	 7,6 	  
09:40 31.12.2019 	 2,51 	 2,4 	 14 	 19 	 188 	 997 	 7,6 	  
09:30 31.12.2019 	 2,54 	 2,27 	 13 	 17 	 187 	 997 	 7,6 	  
09:20 31.12.2019 	 2,56 	 2,43 	 13 	 17 	 187 	 998 	 7,5 	  
09:10 31.12.2019 	 2,56 	 2,37 	 12 	 16 	 187 	 998 	 7,4 	  
09:00 31.12.2019 	 2,57 	 2,41 	 14 	 18 	 182 	 998 	 7,3 	  
08:50 31.12.2019 	 2,56 	 2,32 	 13 	 17 	 179 	 998 	 7,3 	  
08:40 31.12.2019 	 2,56 	 2,37 	 13 	 17 	 180 	 999 	 7,2 	  
08:30 31.12.2019 	 2,54 	 2,33 	 12 	 15 	 176 	 999 	 7,1 	  
08:20 31.12.2019 	 2,52 	 2,29 	 13 	 16 	 175 	 999 	 7 	  
08:10 31.12.2019 	 2,5 	 2,28 	 14 	 17 	 172 	 1000 	 6,9 	  
08:00 31.12.2019 	 2,46 	 2,28 	 13 	 16 	 168 	 1000 	 6,8 	  
07:50 31.12.2019 	 2,43 	 2,24 	 12 	 15 	 170 	 1000 	 6,8 	  
07:40 31.12.2019 	 2,39 	 2,14 	 12 	 15 	 170 	 1001 	 6,7 	  
07:30 31.12.2019 	 2,34 	 2,16 	 12 	 15 	 170 	 1001 	 6,7 	  
07:20 31.12.2019 	 2,29 	 1,97 	 12 	 15 	 173 	 1001 	 6,6 	  
07:10 31.12.2019 	 2,23 	 1,95 	 13 	 17 	 176 	 1002 	 6,6 	  
07:00 31.12.2019 	 2,17 	 1,95 	 13 	 16 	 174 	 1002 	 6,5 	  
06:50 31.12.2019 	 2,11 	 1,84 	 13 	 16 	 175 	 1003 	 6,4 	  
06:40 31.12.2019 	 2,04 	 1,8 	 13 	 17 	 176 	 1003 	 6,4 	  
06:30 31.12.2019 	 1,97 	 1,74 	 12 	 15 	 175 	 1003 	 6,2 	  
06:20 31.12.2019 	 1,9 	 1,57 	 12 	 17 	 180 	 1004 	 6 	  
06:10 31.12.2019 	 1,82 	 1,55 	 12 	 16 	 187 	 1004 	 5,8 	  
06:00 31.12.2019 	 1,75 	 1,52 	 13 	 20 	 193 	 1004 	 5,7 	  
05:50 31.12.2019 	 1,67 	 1,3 	 13 	 18 	 191 	 1004 	 5,9 	  
05:40 31.12.2019 	 1,59 	 1,3 	 13 	 18 	 187 	 1005 	 6 	  
05:30 31.12.2019 	 1,51 	 1,15 	 15 	 19 	 184 	 1005 	 6,1 	  
05:20 31.12.2019 	 1,44 	 1,22 	 13 	 19 	 179 	 1005 	 6,3 	  
05:10 31.12.2019 	 1,36 	 1,04 	 13 	 16 	 177 	 1006 	 6,4 	  
05:00 31.12.2019 	 1,28 	 0,96 	 12 	 19 	 165 	 1006 	 6,3 	  
04:50 31.12.2019 	 1,21 	 0,8 	 11 	 14 	 159 	 1006 	 6,1 	  
04:40 31.12.2019 	 1,14 	 0,82 	 10 	 12 	 160 	 1007 	 6 	  
04:30 31.12.2019 	 1,07 	 0,65 	 10 	 12 	 169 	 1007 	 5,9 	  
04:20 31.12.2019 	 1,01 	 0,6 	 11 	 14 	 176 	 1007 	 5,9 	  
04:10 31.12.2019 	 0,95 	 0,64 	 11 	 14 	 170 	 1008 	 5,9 	  
04:00 31.12.2019 	 0,89 	 0,5 	 11 	 15 	 174 	 1008 	 5,8 	  
03:50 31.12.2019 	 0,84 	 0,44 	 11 	 15 	 177 	 1008 	 5,9 	  
03:40 31.12.2019 	 0,8 	 0,45 	 10 	 14 	 180 	 1009 	 5,8 	  
03:30 31.12.2019 	 0,76 	 0,39 	 12 	 15 	 178 	 1009 	 5,7 	  
03:20 31.12.2019 	 0,73 	 0,35 	 10 	 13 	 173 	 1009 	 5,9 	  
03:10 31.12.2019 	 0,7 	 0,36 	 10 	 14 	 172 	 1009 	 5,8 	  
03:00 31.12.2019 	 0,68 	 0,29 	 9 	 11 	 158 	 1010 	 5,7 	  
02:50 31.12.2019 	 0,67 	 0,32 	 9 	 11 	 161 	 1010 	 5,5 	  
02:40 31.12.2019 	 0,66 	 0,24 	 8 	 10 	 163 	 1010 	 5,4 	  
02:30 31.12.2019 	 0,67 	 0,12 	 9 	 11 	 169 	 1011 	 5,3 	  
02:20 31.12.2019 	 0,67 	 0,24 	 9 	 11 	 180 	 1011 	 5,2 	  
02:10 31.12.2019 	 0,69 	 0,18 	 10 	 13 	 178 	 1011 	 5 	  
02:00 31.12.2019 	 0,71 	 0,2 	 11 	 13 	 177 	 1011 	 4,9 	  
01:50 31.12.2019 	 0,74 	 0,45 	 11 	 16 	 182 	 1011 	 5 	  
01:40 31.12.2019 	 0,78 	 0,26 	 10 	 13 	 184 	 1012 	 5,2 	  
01:30 31.12.2019 	 0,81 	 0,41 	 10 	 13 	 185 	 1012 	 5,3 	  
01:20 31.12.2019 	 0,86 	 0,4 	 9 	 14 	 178 	 1012 	 5,5 	  
01:10 31.12.2019 	 0,92 	 0,39 	 7 	 10 	 178 	 1012 	 5,7 	  
01:00 31.12.2019 	 0,97 	 0,5 	 9 	 13 	 180 	 1012 	 5,6 	  
00:50 31.12.2019 	 1,04 	 0,53 	 7 	 9 	 192 	 1013 	 6,1 	  
00:40 31.12.2019 	 1,1 	 0,55 	 7 	 11 	 192 	 1013 	 6 	  
00:30 31.12.2019 	 1,17 	 0,73 	 7 	 10 	 184 	 1013 	 5,9 	  
00:20 31.12.2019 	 1,24 	 0,81 	 6 	 9 	 189 	 1013 	 5,8 	  
00:10 31.12.2019 	 1,31 	 0,83 	 5 	 7 	 183 	 1013 	 5,7 	  
00:00 31.12.2019 	 1,39 	 0,91 	 5 	 7 	 177 	 1013 	 5,6 	  
23:50 30.12.2019 	 1,46 	 0,92 	 5 	 7 	 184 	 1013 	 5,7 	  
23:40 30.12.2019 	 1,54 	 1,06 	 6 	 8 	 190 	 1014 	 5,8 	  
23:30 30.12.2019 	 1,62 	 1,1 	 6 	 8 	 198 	 1014 	 5,7 	  
23:20 30.12.2019 	 1,69 	 1,26 	 5 	 7 	 198 	 1014 	 5,5 	  
23:10 30.12.2019 	 1,76 	 1,21 	 6 	 9 	 212 	 1014 	 5,5 	  
23:00 30.12.2019 	 1,83 	 1,37 	 7 	 11 	 208 	 1014 	 5,1 	  
22:50 30.12.2019 	 1,9 	 1,35 	 9 	 15 	 219 	 1014 	 5,3 	  
22:40 30.12.2019 	 1,97 	 1,45 	 6 	 8 	 207 	 1014 	 5,5 	  
22:30 30.12.2019 	 2,04 	 1,58 	 6 	 9 	 213 	 1014 	 5,3 	  
22:20 30.12.2019 	 2,09 	 1,64 	 6 	 8 	 212 	 1014 	 5,1 	  
22:10 30.12.2019 	 2,15 	 1,67 	 5 	 8 	 208 	 1014 	 4,7 	  
22:00 30.12.2019 	 2,2 	 1,78 	 10 	 14 	 218 	 1014 	 4,5 	  
21:50 30.12.2019 	 2,25 	 1,64 	 5 	 6 	 218 	 1014 	 5,2 	  
21:40 30.12.2019 	 2,28 	 1,83 	 5 	 8 	 228 	 1014 	 5 	  
21:30 30.12.2019 	 2,32 	 1,84 	 7 	 9 	 238 	 1014 	 4,8 	  
21:20 30.12.2019 	 2,35 	 1,92 	 10 	 15 	 247 	 1014 	 4,6 	  
21:10 30.12.2019 	 2,37 	 1,83 	 8 	 15 	 228 	 1014 	 5,3 	  
21:00 30.12.2019 	 2,39 	 1,87 	 6 	 8 	 223 	 1014 	 5,2 	  
20:50 30.12.2019 	 2,4 	 1,91 	 7 	 9 	 229 	 1014 	 4,9 	  
20:40 30.12.2019 	 2,41 	 1,85 	 8 	 12 	 227 	 1014 	 4,6 	  
20:30 30.12.2019 	 2,4 	 1,94 	 10 	 16 	 240 	 1014 	 4,8 	  
20:20 30.12.2019 	 2,39 	 1,93 	 8 	 11 	 238 	 1014 	 5,3 	  
20:10 30.12.2019 	 2,38 	 1,85 	 7 	 9 	 235 	 1014 	 5,1 	  
20:00 30.12.2019 	 2,36 	 1,94 	 8 	 12 	 236 	 1014 	 5 	  
19:50 30.12.2019 	 2,34 	 1,85 	 9 	 12 	 246 	 1014 	 5,3 	  
19:40 30.12.2019 	 2,3 	 1,92 	 10 	 12 	 244 	 1013 	 5,3 	  
19:30 30.12.2019 	 2,27 	 1,83 	 9 	 13 	 228 	 1013 	 5,2 	  
19:20 30.12.2019 	 2,23 	 1,76 	 9 	 12 	 243 	 1013 	 5,5 	  
19:10 30.12.2019 	 2,18 	 1,79 	 9 	 13 	 238 	 1013 	 5,6 	  
19:00 30.12.2019 	 2,12 	 1,71 	 10 	 13 	 234 	 1013 	 5,4 	  
18:50 30.12.2019 	 2,07 	 1,7 	 10 	 14 	 230 	 1013 	 5,4 	  
18:40 30.12.2019 	 2 	 1,55 	 11 	 15 	 237 	 1013 	 5,3 	  
18:30 30.12.2019 	 1,94 	 1,54 	 11 	 15 	 232 	 1013 	 5,2 	  
18:20 30.12.2019 	 1,87 	 1,43 	 10 	 15 	 230 	 1013 	 5,2 	  
18:10 30.12.2019 	 1,8 	 1,46 	 10 	 14 	 239 	 1013 	 5,2 	  
18:00 30.12.2019 	 1,72 	 1,35 	 11 	 15 	 236 	 1013 	 5,1 	  
17:50 30.12.2019 	 1,65 	 1,26 	 10 	 13 	 237 	 1013 	 5,2 	  
17:40 30.12.2019 	 1,57 	 1,36 	 10 	 14 	 239 	 1012 	 5,1 	  
17:30 30.12.2019 	 1,49 	 1,07 	 7 	 12 	 186 	 1013 	 4,6 	  
17:20 30.12.2019 	 1,41 	 1,11 	 6 	 11 	 108 	 1012 	 3,3 	  
17:10 30.12.2019 	 1,34 	 0,96 	 6 	 9 	 104 	 1012 	 3,2 	  
17:00 30.12.2019 	 1,26 	 0,9 	 7 	 9 	 104 	 1012 	 3,1 	  
16:50 30.12.2019 	 1,18 	 0,79 	 6 	 8 	 101 	 1012 	 3 	  
16:40 30.12.2019 	 1,11 	 0,75 	 4 	 6 	 109 	 1012 	 2,9 	  
16:30 30.12.2019 	 1,04 	 0,77 	 4 	 6 	 108 	 1012 	 2,9 	  
16:20 30.12.2019 	 0,97 	 0,57 	 4 	 5 	 112 	 1012 	 2,8 	  
16:10 30.12.2019 	 0,9 	 0,65 	 3 	 5 	 108 	 1012 	 2,8 	  
16:00 30.12.2019 	 0,85 	 0,51 	 3 	 4 	 100 	 1012 	 2,8 	  
15:50 30.12.2019 	 0,79 	 0,46 	 2 	 3 	 87 	 1012 	 2,8 	  
15:40 30.12.2019 	 0,74 	 0,51 	 2 	 3 	 89 	 1012 	 2,7 	  
15:30 30.12.2019 	 0,7 	 0,41 	 3 	 4 	 83 	 1013 	 2,2 	  
15:20 30.12.2019 	 0,67 	 0,34 	 3 	 4 	 73 	 1012 	 1,8 	  
15:10 30.12.2019 	 0,63 	 0,37 	 3 	 4 	 72 	 1012 	 1,8 	  
15:00 30.12.2019 	 0,61 	 0,26 	 3 	 4 	 67 	 1012 	 1,7 	  
14:50 30.12.2019 	 0,6 	 0,24 	 3 	 4 	 61 	 1012 	 1,6 	  
14:40 30.12.2019 	 0,59 	 0,28 	 3 	 4 	 72 	 1012 	 1,5 	  
14:30 30.12.2019 	 0,58 	 0,25 	 3 	 4 	 52 	 1012 	 1,6 	  
14:20 30.12.2019 	 0,6 	 0,29 	 3 	 4 	 44 	 1012 	 1,4 	  
14:10 30.12.2019 	 0,61 	 0,42 	 2 	 3 	 30 	 1013 	 1,6 	  
14:00 30.12.2019 	 0,63 	 0,33 	 2 	 4 	 264 	 1013 	 2,9 	  
13:50 30.12.2019 	 0,66 	 0,42 	 4 	 6 	 256 	 1012 	 3,3 	  
13:40 30.12.2019 	 0,7 	 0,27 	 3 	 7 	 263 	 1012 	 3 	  
13:30 30.12.2019 	 0,74 	 0,39 	 2 	 4 	 302 	 1013 	 2,1 	  
13:20 30.12.2019 	 0,79 	 0,56 	 2 	 5 	 83 	 1012 	 1,6 	  
13:10 30.12.2019 	 0,85 	 0,44 	 1 	 2 	 52 	 1012 	 1,1 	  
13:00 30.12.2019 	 0,91 	 0,53 	 0 	 1 	 8 	 1012 	 0,8 	  
12:50 30.12.2019 	 0,98 	 0,76 	 1 	 2 	 328 	 1012 	 0,5 	  
12:40 30.12.2019 	 1,06 	 0,57 	 1 	 2 	 318 	 1012 	 0,6 	  
12:30 30.12.2019 	 1,13 	 0,76 	 1 	 2 	 341 	 1012 	 0,4 	  
12:20 30.12.2019 	 1,21 	 0,99 	 2 	 2 	 349 	 1011 	 0,4 	  
12:10 30.12.2019 	 1,3 	 0,86 	 2 	 2 	 328 	 1011 	 0,2 	  
12:00 30.12.2019 	 1,39 	 1,02 	 2 	 3 	 323 	 1011 	 0,3 	  
11:50 30.12.2019 	 1,47 	 1,18 	 2 	 3 	 330 	 1011 	 -0 	  
11:40 30.12.2019 	 1,56 	 1,29 	 2 	 3 	 339 	 1011 	 -0,3 	  
11:30 30.12.2019 	 1,65 	 1,34 	 2 	 3 	 347 	 1010 	 -0,6 	  
11:20 30.12.2019 	 1,74 	 1,54 	 3 	 4 	 360 	 1010 	 -0,9 	  
11:10 30.12.2019 	 1,83 	 1,43 	 2 	 3 	 4 	 1010 	 -1,7 	  
11:00 30.12.2019 	 1,92 	 1,68 	 3 	 4 	 0 	 1010 	 -1,9 	  
10:50 30.12.2019 	 2 	 1,64 	 3 	 4 	 2 	 1010 	 -1,7 	  
10:40 30.12.2019 	 2,08 	 1,85 	 2 	 4 	 348 	 1010 	 -1,3 	  
10:30 30.12.2019 	 2,16 	 1,75 	 3 	 4 	 349 	 1010 	 -1,4 	  
10:20 30.12.2019 	 2,23 	 1,91 	 3 	 4 	 342 	 1009 	 -1,6 	  
10:10 30.12.2019 	 2,3 	 2 	 3 	 3 	 323 	 1009 	 -1,9 	  
10:00 30.12.2019 	 2,37 	 2,09 	 3 	 4 	 327 	 1009 	 -2 	  
09:50 30.12.2019 	 2,43 	 2,17 	 3 	 4 	 324 	 1009 	 -1,7 	  
09:40 30.12.2019 	 2,49 	 2,17 	 4 	 5 	 321 	 1009 	 -1,7 	  
09:30 30.12.2019 	 2,53 	 2,22 	 4 	 5 	 321 	 1009 	 -1,7 	  
09:20 30.12.2019 	 2,58 	 2,25 	 4 	 5 	 322 	 1008 	 -1,9 	  
09:10 30.12.2019 	 2,61 	 2,34 	 4 	 5 	 322 	 1008 	 -1,9 	  
09:00 30.12.2019 	 2,65 	 2,47 	 4 	 5 	 313 	 1008 	 -1,7 	  
08:50 30.12.2019 	 2,67 	 2,37 	 4 	 6 	 314 	 1007 	 -1,7 	  
08:40 30.12.2019 	 2,69 	 2,57 	 5 	 6 	 314 	 1007 	 -1,9 	  
08:30 30.12.2019 	 2,7 	 2,32 	 5 	 6 	 315 	 1007 	 -1,8 	  
08:20 30.12.2019 	 2,7 	 2,43 	 5 	 6 	 318 	 1007 	 -1,9 	  
08:10 30.12.2019 	 2,7 	 2,39 	 4 	 6 	 311 	 1006 	 -2,1 	  
08:00 30.12.2019 	 2,69 	 2,43 	 4 	 5 	 313 	 1006 	 -2,2 	  
07:50 30.12.2019 	 2,67 	 2,45 	 4 	 5 	 311 	 1006 	 -2,1 	  
07:40 30.12.2019 	 2,65 	 2,6 	 5 	 6 	 299 	 1006 	 -2 	  
07:30 30.12.2019 	 2,63 	 2,26 	 4 	 5 	 298 	 1006 	 -2 	  
07:20 30.12.2019 	 2,58 	 2,51 	 3 	 5 	 303 	 1006 	 -1,6 	  
07:10 30.12.2019 	 2,54 	 2,25 	 4 	 5 	 309 	 1005 	 -1,7 	  
07:00 30.12.2019 	 2,5 	 2,09 	 5 	 6 	 314 	 1005 	 -1,6 	  
06:50 30.12.2019 	 2,44 	 2,06 	 4 	 5 	 314 	 1005 	 -1,6 	  
06:40 30.12.2019 	 2,39 	 2,1 	 4 	 5 	 307 	 1004 	 -1,6 	  
06:30 30.12.2019 	 2,32 	 2,11 	 5 	 6 	 311 	 1004 	 -1,6 	  
06:20 30.12.2019 	 2,25 	 2 	 4 	 6 	 315 	 1004 	 -1,8 	  
06:10 30.12.2019 	 2,18 	 1,82 	 4 	 6 	 322 	 1004 	 -1,5 	  
06:00 30.12.2019 	 2,1 	 1,91 	 4 	 6 	 325 	 1003 	 -1,4 	  
05:50 30.12.2019 	 2,02 	 2,14 	 4 	 5 	 328 	 1003 	 -1,5 	  
05:40 30.12.2019 	 1,94 	 1,67 	 4 	 5 	 325 	 1003 	 -1,5 	  
05:30 30.12.2019 	 1,86 	 1,57 	 4 	 5 	 328 	 1003 	 -1,5 	  
05:20 30.12.2019 	 1,76 	 1,47 	 4 	 5 	 326 	 1002 	 -1,4 	  
05:10 30.12.2019 	 1,67 	 1,46 	 4 	 5 	 326 	 1002 	 -1,3 	  
05:00 30.12.2019 	 1,59 	 1,47 	 3 	 5 	 311 	 1002 	 -0,9 	  
04:50 30.12.2019 	 1,5 	 1,18 	 3 	 4 	 330 	 1002 	 -0,9 	  
04:40 30.12.2019 	 1,41 	 1,05 	 4 	 7 	 332 	 1002 	 -0,1 	  
04:30 30.12.2019 	 1,32 	 1,03 	 6 	 8 	 327 	 1001 	 0,3 	  
04:20 30.12.2019 	 1,23 	 0,84 	 4 	 5 	 348 	 1001 	 -0,5 	  
04:10 30.12.2019 	 1,15 	 0,95 	 5 	 8 	 322 	 1001 	 -0 	  
04:00 30.12.2019 	 1,07 	 0,59 	 5 	 7 	 338 	 1000 	 -0,5 	  
03:50 30.12.2019 	 0,99 	 0,57 	 4 	 6 	 338 	 1000 	 -0,9 	  
03:40 30.12.2019 	 0,92 	 0,69 	 5 	 7 	 332 	 1000 	 -0,2 	  
03:30 30.12.2019 	 0,85 	 0,64 	 5 	 7 	 325 	 1000 	 -0,1 	  
03:20 30.12.2019 	 0,79 	 0,39 	 4 	 6 	 333 	 1000 	 -0,3 	  
03:10 30.12.2019 	 0,74 	 0,5 	 4 	 6 	 332 	 1000 	 -0,1 	  
03:00 30.12.2019 	 0,69 	 0,4 	 5 	 6 	 318 	 1000 	 0,4 	  
02:50 30.12.2019 	 0,64 	 0,53 	 6 	 8 	 311 	 999 	 0,5 	  
02:40 30.12.2019 	 0,61 	 0,27 	 7 	 9 	 306 	 999 	 0,8 	  
02:30 30.12.2019 	 0,58 	 0,32 	 7 	 9 	 306 	 999 	 1 	  
02:20 30.12.2019 	 0,56 	 0,36 	 7 	 9 	 306 	 998 	 1,2 	  
02:10 30.12.2019 	 0,55 	 0,46 	 8 	 11 	 308 	 998 	 1,6 	  
02:00 30.12.2019 	 0,54 	 0,18 	 8 	 11 	 307 	 998 	 1,6 	  
01:50 30.12.2019 	 0,54 	 0,43 	 8 	 10 	 301 	 998 	 1,7 	  
01:40 30.12.2019 	 0,55 	 0,42 	 7 	 9 	 306 	 998 	 1,7 	  
01:30 30.12.2019 	 0,57 	 0,27 	 7 	 9 	 301 	 998 	 1,6 	  
01:20 30.12.2019 	 0,6 	 0,44 	 7 	 10 	 301 	 997 	 1,6 	  
01:10 30.12.2019 	 0,63 	 0,64 	 7 	 9 	 301 	 997 	 1,6 	  
01:00 30.12.2019 	 0,67 	 0,43 	 7 	 9 	 301 	 997 	 1,7 	  
00:50 30.12.2019 	 0,72 	 0,65 	 8 	 10 	 302 	 997 	 1,8 	  
