 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
18:40 31.12.2019 	 0,48 	 0,52 	 3 	 5 	 132 	 989 	 3,2 	  
18:30 31.12.2019 	 0,5 	 0,54 	 6 	 9 	 166 	 989 	 3,9 	  
18:20 31.12.2019 	 0,53 	 0,58 	 9 	 11 	 173 	 989 	 4 	  
18:10 31.12.2019 	 0,56 	 0,63 	 11 	 12 	 177 	 989 	 4,1 	  
18:00 31.12.2019 	 0,6 	 0,67 	 10 	 13 	 175 	 989 	 4 	  
17:50 31.12.2019 	 0,64 	 0,73 	 9 	 12 	 172 	 989 	 3,9 	  
17:40 31.12.2019 	 0,68 	 0,79 	 9 	 11 	 171 	 989 	 3,7 	  
17:30 31.12.2019 	 0,72 	 0,82 	 6 	 8 	 153 	 989 	 2,9 	  
17:20 31.12.2019 	 0,76 	 0,85 	 7 	 9 	 159 	 989 	 2,9 	  
17:10 31.12.2019 	 0,8 	 0,89 	 6 	 9 	 155 	 989 	 3 	  
17:00 31.12.2019 	 0,84 	 0,92 	 6 	 9 	 155 	 989 	 3,1 	  
16:50 31.12.2019 	 0,89 	 0,96 	 6 	 7 	 143 	 989 	 2,8 	  
16:40 31.12.2019 	 0,93 	 0,99 	 6 	 8 	 152 	 989 	 2,9 	  
16:30 31.12.2019 	 0,98 	 1,04 	 5 	 6 	 164 	 989 	 3,6 	  
16:20 31.12.2019 	 1,02 	 1,06 	 5 	 6 	 175 	 989 	 3,6 	  
16:10 31.12.2019 	 1,06 	 1,09 	 5 	 7 	 153 	 989 	 3,2 	  
16:00 31.12.2019 	 1,11 	 1,13 	 4 	 6 	 150 	 989 	 2,9 	  
15:50 31.12.2019 	 1,15 	 1,19 	 5 	 6 	 141 	 989 	 3 	  
15:40 31.12.2019 	 1,19 	 1,2 	 4 	 6 	 139 	 989 	 2,6 	  
15:30 31.12.2019 	 1,23 	 1,22 	 4 	 5 	 145 	 989 	 2,7 	  
15:20 31.12.2019 	 1,26 	 1,25 	 4 	 5 	 145 	 989 	 2,6 	  
15:10 31.12.2019 	 1,3 	 1,3 	 4 	 5 	 167 	 989 	 2,8 	  
15:00 31.12.2019 	 1,33 	 1,34 	 4 	 5 	 187 	 989 	 3,7 	  
14:50 31.12.2019 	 1,36 	 1,38 	 5 	 6 	 197 	 989 	 3,7 	  
14:40 31.12.2019 	 1,38 	 1,42 	 4 	 6 	 179 	 989 	 3,6 	  
14:30 31.12.2019 	 1,4 	 1,45 	 5 	 7 	 171 	 989 	 3,5 	  
14:20 31.12.2019 	 1,42 	 1,48 	 6 	 7 	 179 	 989 	 3,5 	  
14:10 31.12.2019 	 1,44 	 1,48 	 7 	 8 	 182 	 989 	 3,5 	  
14:00 31.12.2019 	 1,45 	 1,5 	 6 	 7 	 180 	 990 	 3,7 	  
13:50 31.12.2019 	 1,46 	 1,51 	 5 	 8 	 173 	 989 	 3,6 	  
13:40 31.12.2019 	 1,46 	 1,52 	 4 	 5 	 152 	 990 	 2,8 	  
13:30 31.12.2019 	 1,47 	 1,51 	 4 	 5 	 148 	 990 	 2,7 	  
13:20 31.12.2019 	 1,46 	 1,49 	 4 	 5 	 157 	 990 	 3,3 	  
13:10 31.12.2019 	 1,46 	 1,48 	 4 	 4 	 168 	 990 	 3,5 	  
13:00 31.12.2019 	 1,45 	 1,47 	 4 	 5 	 161 	 990 	 3,1 	  
12:50 31.12.2019 	 1,44 	 1,44 	 4 	 5 	 157 	 990 	 2,9 	  
12:40 31.12.2019 	 1,43 	 1,4 	 4 	 5 	 147 	 990 	 2,9 	  
12:30 31.12.2019 	 1,41 	 1,38 	 5 	 8 	 157 	 991 	 3,3 	  
12:20 31.12.2019 	 1,39 	 1,34 	 7 	 9 	 167 	 991 	 3,9 	  
12:10 31.12.2019 	 1,36 	 1,33 	 5 	 7 	 163 	 991 	 3,7 	  
12:00 31.12.2019 	 1,34 	 1,3 	 6 	 8 	 161 	 991 	 3,6 	  
11:50 31.12.2019 	 1,31 	 1,25 	 6 	 7 	 156 	 992 	 3,2 	  
11:40 31.12.2019 	 1,28 	 1,22 	 6 	 8 	 149 	 992 	 3 	  
11:30 31.12.2019 	 1,24 	 1,21 	 5 	 7 	 149 	 992 	 2,9 	  
11:20 31.12.2019 	 1,2 	 1,16 	 7 	 9 	 175 	 992 	 4,1 	  
11:10 31.12.2019 	 1,16 	 1,12 	 9 	 11 	 187 	 993 	 4,3 	  
11:00 31.12.2019 	 1,12 	 1,1 	 9 	 12 	 183 	 993 	 4,5 	  
10:50 31.12.2019 	 1,08 	 1,1 	 9 	 12 	 178 	 993 	 4,5 	  
10:40 31.12.2019 	 1,04 	 1,08 	 9 	 12 	 174 	 994 	 4,5 	  
10:30 31.12.2019 	 1 	 1,05 	 10 	 13 	 176 	 994 	 4,5 	  
10:20 31.12.2019 	 0,95 	 1,01 	 10 	 14 	 181 	 994 	 4,5 	  
10:10 31.12.2019 	 0,91 	 0,98 	 11 	 14 	 181 	 995 	 4,6 	  
10:00 31.12.2019 	 0,86 	 0,96 	 11 	 13 	 182 	 995 	 4,6 	  
09:50 31.12.2019 	 0,82 	 0,91 	 11 	 14 	 179 	 995 	 4,7 	  
09:40 31.12.2019 	 0,78 	 0,88 	 11 	 14 	 177 	 995 	 4,5 	  
09:30 31.12.2019 	 0,73 	 0,83 	 11 	 13 	 174 	 996 	 4,4 	  
09:20 31.12.2019 	 0,69 	 0,8 	 11 	 14 	 172 	 996 	 4,1 	  
09:10 31.12.2019 	 0,65 	 0,75 	 11 	 13 	 171 	 997 	 3,9 	  
09:00 31.12.2019 	 0,61 	 0,72 	 12 	 17 	 170 	 997 	 3,7 	  
08:50 31.12.2019 	 0,58 	 0,67 	 12 	 15 	 173 	 997 	 4,5 	  
08:40 31.12.2019 	 0,54 	 0,64 	 12 	 17 	 169 	 997 	 4,2 	  
08:30 31.12.2019 	 0,51 	 0,57 	 12 	 15 	 167 	 998 	 4,3 	  
08:20 31.12.2019 	 0,48 	 0,54 	 12 	 15 	 170 	 998 	 4,5 	  
08:10 31.12.2019 	 0,46 	 0,5 	 12 	 16 	 178 	 998 	 4,4 	  
08:00 31.12.2019 	 0,43 	 0,49 	 12 	 15 	 172 	 998 	 4,2 	  
07:50 31.12.2019 	 0,42 	 0,45 	 11 	 14 	 168 	 999 	 3,9 	  
07:40 31.12.2019 	 0,4 	 0,42 	 12 	 15 	 169 	 999 	 4,1 	  
07:30 31.12.2019 	 0,39 	 0,4 	 11 	 14 	 165 	 999 	 4,4 	  
07:20 31.12.2019 	 0,38 	 0,38 	 9 	 13 	 159 	 1000 	 4,5 	  
07:10 31.12.2019 	 0,38 	 0,37 	 8 	 11 	 157 	 1000 	 4 	  
07:00 31.12.2019 	 0,38 	 0,35 	 8 	 11 	 163 	 1000 	 3,9 	  
06:50 31.12.2019 	 0,38 	 0,37 	 8 	 11 	 163 	 1001 	 3,9 	  
06:40 31.12.2019 	 0,39 	 0,39 	 9 	 12 	 167 	 1001 	 4,4 	  
06:30 31.12.2019 	 0,4 	 0,43 	 10 	 12 	 168 	 1001 	 4,5 	  
06:20 31.12.2019 	 0,42 	 0,45 	 8 	 12 	 153 	 1002 	 3,9 	  
06:10 31.12.2019 	 0,44 	 0,47 	 9 	 12 	 163 	 1002 	 4 	  
06:00 31.12.2019 	 0,46 	 0,47 	 9 	 12 	 174 	 1002 	 4,4 	  
05:50 31.12.2019 	 0,49 	 0,48 	 10 	 12 	 174 	 1002 	 4,4 	  
05:40 31.12.2019 	 0,52 	 0,52 	 10 	 13 	 177 	 1003 	 4,4 	  
05:30 31.12.2019 	 0,56 	 0,55 	 9 	 12 	 177 	 1003 	 4 	  
05:20 31.12.2019 	 0,59 	 0,58 	 10 	 11 	 178 	 1003 	 3,8 	  
05:10 31.12.2019 	 0,63 	 0,61 	 9 	 12 	 181 	 1004 	 3,7 	  
05:00 31.12.2019 	 0,67 	 0,64 	 9 	 11 	 179 	 1004 	 3,6 	  
04:50 31.12.2019 	 0,71 	 0,65 	 11 	 12 	 177 	 1004 	 3,7 	  
04:40 31.12.2019 	 0,75 	 0,67 	 10 	 13 	 170 	 1004 	 3,7 	  
04:30 31.12.2019 	 0,79 	 0,69 	 9 	 11 	 169 	 1005 	 3,6 	  
04:20 31.12.2019 	 0,84 	 0,73 	 10 	 12 	 174 	 1006 	 3,5 	  
04:10 31.12.2019 	 0,88 	 0,73 	 10 	 12 	 173 	 1006 	 3,6 	  
04:00 31.12.2019 	 0,92 	 0,76 	 10 	 13 	 174 	 1006 	 3,6 	  
03:50 31.12.2019 	 0,96 	 0,8 	 9 	 11 	 171 	 1007 	 3,6 	  
03:40 31.12.2019 	 1,01 	 0,82 	 9 	 11 	 172 	 1007 	 3,6 	  
03:30 31.12.2019 	 1,05 	 0,84 	 11 	 14 	 183 	 1007 	 3,9 	  
03:20 31.12.2019 	 1,09 	 0,86 	 12 	 15 	 185 	 1007 	 3,8 	  
03:10 31.12.2019 	 1,13 	 0,9 	 13 	 16 	 186 	 1007 	 3,8 	  
03:00 31.12.2019 	 1,16 	 0,95 	 14 	 17 	 189 	 1008 	 3,7 	  
02:50 31.12.2019 	 1,2 	 0,98 	 14 	 17 	 196 	 1008 	 3,6 	  
02:40 31.12.2019 	 1,23 	 1 	 14 	 16 	 195 	 1008 	 3,6 	  
02:30 31.12.2019 	 1,26 	 1,04 	 14 	 17 	 194 	 1008 	 3,7 	  
02:20 31.12.2019 	 1,28 	 1,06 	 14 	 17 	 196 	 1008 	 3,6 	  
02:10 31.12.2019 	 1,3 	 1,09 	 13 	 16 	 193 	 1009 	 3,6 	  
02:00 31.12.2019 	 1,32 	 1,11 	 12 	 16 	 191 	 1009 	 3,6 	  
01:50 31.12.2019 	 1,34 	 1,12 	 12 	 14 	 188 	 1009 	 3,5 	  
01:40 31.12.2019 	 1,36 	 1,11 	 12 	 15 	 185 	 1010 	 3,5 	  
01:30 31.12.2019 	 1,36 	 1,11 	 12 	 15 	 182 	 1010 	 3,3 	  
01:20 31.12.2019 	 1,37 	 1,12 	 12 	 15 	 181 	 1010 	 3,2 	  
01:10 31.12.2019 	 1,38 	 1,09 	 13 	 16 	 183 	 1010 	 3,2 	  
01:00 31.12.2019 	 1,37 	 1,1 	 13 	 15 	 184 	 1010 	 3,2 	  
00:50 31.12.2019 	 1,37 	 1,08 	 13 	 16 	 187 	 1010 	 3,2 	  
00:40 31.12.2019 	 1,36 	 1,07 	 13 	 16 	 189 	 1009 	 3,2 	  
00:30 31.12.2019 	 1,35 	 1,04 	 14 	 17 	 190 	 1010 	 3,1 	  
00:20 31.12.2019 	 1,34 	 1,03 	 15 	 19 	 189 	 1010 	 3,4 	  
00:10 31.12.2019 	 1,32 	 0,99 	 14 	 16 	 189 	 1010 	 3,5 	  
00:00 31.12.2019 	 1,3 	 0,97 	 13 	 16 	 191 	 1010 	 3,6 	  
23:50 30.12.2019 	 1,27 	 0,93 	 13 	 17 	 190 	 1010 	 3,6 	  
23:40 30.12.2019 	 1,24 	 0,89 	 13 	 17 	 196 	 1010 	 3,6 	  
23:30 30.12.2019 	 1,21 	 0,87 	 13 	 18 	 200 	 1010 	 3,8 	  
23:20 30.12.2019 	 1,18 	 0,85 	 13 	 16 	 199 	 1010 	 3,6 	  
23:10 30.12.2019 	 1,14 	 0,84 	 13 	 16 	 197 	 1010 	 3,6 	  
23:00 30.12.2019 	 1,11 	 0,81 	 12 	 15 	 196 	 1010 	 3,6 	  
22:50 30.12.2019 	 1,07 	 0,78 	 12 	 15 	 197 	 1010 	 3,2 	  
22:40 30.12.2019 	 1,03 	 0,73 	 12 	 15 	 199 	 1010 	 2,8 	  
22:30 30.12.2019 	 0,98 	 0,71 	 11 	 15 	 205 	 1010 	 2,7 	  
22:20 30.12.2019 	 0,94 	 0,68 	 13 	 15 	 200 	 1011 	 2,6 	  
22:10 30.12.2019 	 0,9 	 0,65 	 13 	 16 	 198 	 1011 	 2,9 	  
22:00 30.12.2019 	 0,85 	 0,62 	 13 	 16 	 197 	 1010 	 2,9 	  
21:50 30.12.2019 	 0,81 	 0,59 	 13 	 16 	 185 	 1010 	 2,9 	  
21:40 30.12.2019 	 0,76 	 0,55 	 13 	 16 	 188 	 1010 	 3 	  
21:30 30.12.2019 	 0,72 	 0,51 	 12 	 14 	 186 	 1010 	 3 	  
21:20 30.12.2019 	 0,68 	 0,46 	 12 	 15 	 184 	 1010 	 2,8 	  
21:10 30.12.2019 	 0,63 	 0,43 	 11 	 14 	 186 	 1010 	 3,2 	  
21:00 30.12.2019 	 0,59 	 0,4 	 11 	 13 	 178 	 1010 	 2,9 	  
20:50 30.12.2019 	 0,55 	 0,35 	 12 	 14 	 178 	 1010 	 3 	  
20:40 30.12.2019 	 0,52 	 0,32 	 11 	 13 	 176 	 1010 	 3,2 	  
20:30 30.12.2019 	 0,48 	 0,27 	 7 	 12 	 151 	 1010 	 2,5 	  
20:20 30.12.2019 	 0,45 	 0,21 	 7 	 10 	 136 	 1010 	 2,6 	  
20:10 30.12.2019 	 0,42 	 0,17 	 9 	 11 	 140 	 1010 	 2,7 	  
20:00 30.12.2019 	 0,4 	 0,15 	 9 	 12 	 145 	 1010 	 2,6 	  
19:50 30.12.2019 	 0,38 	 0,13 	 10 	 13 	 153 	 1010 	 2,5 	  
19:40 30.12.2019 	 0,36 	 0,12 	 10 	 13 	 167 	 1010 	 2,9 	  
19:30 30.12.2019 	 0,35 	 0,09 	 10 	 14 	 172 	 1010 	 2,9 	  
19:20 30.12.2019 	 0,34 	 0,07 	 9 	 12 	 164 	 1010 	 2,6 	  
19:10 30.12.2019 	 0,34 	 0,06 	 7 	 10 	 143 	 1011 	 1,9 	  
19:00 30.12.2019 	 0,33 	 0,07 	 9 	 13 	 159 	 1011 	 1,8 	  
18:50 30.12.2019 	 0,34 	 0,07 	 8 	 10 	 168 	 1011 	 1,7 	  
18:40 30.12.2019 	 0,35 	 0,08 	 7 	 9 	 164 	 1011 	 1,3 	  
18:30 30.12.2019 	 0,36 	 0,11 	 9 	 13 	 175 	 1011 	 1,5 	  
18:20 30.12.2019 	 0,38 	 0,14 	 11 	 13 	 190 	 1011 	 2,2 	  
18:10 30.12.2019 	 0,4 	 0,18 	 10 	 14 	 181 	 1011 	 2,1 	  
18:00 30.12.2019 	 0,42 	 0,23 	 11 	 15 	 178 	 1011 	 1,1 	  
17:50 30.12.2019 	 0,45 	 0,26 	 13 	 16 	 187 	 1011 	 2,1 	  
17:40 30.12.2019 	 0,48 	 0,34 	 14 	 17 	 190 	 1010 	 2,3 	  
17:30 30.12.2019 	 0,52 	 0,37 	 13 	 17 	 195 	 1011 	 2,3 	  
17:20 30.12.2019 	 0,56 	 0,41 	 12 	 15 	 193 	 1011 	 2,2 	  
17:10 30.12.2019 	 0,6 	 0,46 	 9 	 11 	 179 	 1011 	 1,6 	  
17:00 30.12.2019 	 0,65 	 0,51 	 8 	 11 	 178 	 1011 	 1,4 	  
16:50 30.12.2019 	 0,69 	 0,54 	 9 	 12 	 185 	 1011 	 1,1 	  
16:40 30.12.2019 	 0,74 	 0,6 	 10 	 13 	 201 	 1011 	 1,6 	  
16:30 30.12.2019 	 0,79 	 0,64 	 8 	 10 	 185 	 1011 	 1,1 	  
16:20 30.12.2019 	 0,84 	 0,68 	 10 	 15 	 176 	 1011 	 1,2 	  
16:10 30.12.2019 	 0,89 	 0,75 	 11 	 15 	 171 	 1011 	 1,4 	  
16:00 30.12.2019 	 0,94 	 0,78 	 11 	 15 	 176 	 1011 	 1,3 	  
15:50 30.12.2019 	 1 	 0,83 	 10 	 15 	 175 	 1011 	 0,6 	  
15:40 30.12.2019 	 1,04 	 0,88 	 11 	 14 	 181 	 1011 	 0,7 	  
15:30 30.12.2019 	 1,1 	 0,92 	 11 	 14 	 190 	 1011 	 1,1 	  
15:20 30.12.2019 	 1,14 	 0,97 	 12 	 17 	 184 	 1011 	 1 	  
15:10 30.12.2019 	 1,19 	 0,99 	 12 	 15 	 178 	 1011 	 1 	  
15:00 30.12.2019 	 1,23 	 1,03 	 9 	 12 	 172 	 1011 	 0,9 	  
14:50 30.12.2019 	 1,28 	 1,08 	 8 	 12 	 171 	 1011 	 0,6 	  
14:40 30.12.2019 	 1,32 	 1,11 	 9 	 11 	 184 	 1011 	 0,9 	  
14:30 30.12.2019 	 1,35 	 1,12 	 8 	 11 	 177 	 1011 	 0,8 	  
14:20 30.12.2019 	 1,39 	 1,16 	 8 	 11 	 185 	 1011 	 0,8 	  
14:10 30.12.2019 	 1,42 	 1,23 	 6 	 7 	 169 	 1011 	 0,5 	  
14:00 30.12.2019 	 1,45 	 1,25 	 7 	 9 	 163 	 1011 	 0,2 	  
13:50 30.12.2019 	 1,47 	 1,27 	 7 	 9 	 154 	 1011 	 -0 	  
13:40 30.12.2019 	 1,49 	 1,32 	 7 	 8 	 157 	 1011 	 0,1 	  
13:30 30.12.2019 	 1,51 	 1,32 	 8 	 11 	 175 	 1010 	 0,2 	  
13:20 30.12.2019 	 1,52 	 1,36 	 9 	 11 	 180 	 1010 	 0,6 	  
13:10 30.12.2019 	 1,54 	 1,35 	 10 	 11 	 178 	 1010 	 0,2 	  
13:00 30.12.2019 	 1,54 	 1,36 	 10 	 12 	 184 	 1010 	 0,6 	  
12:50 30.12.2019 	 1,54 	 1,38 	 10 	 12 	 181 	 1010 	 0,3 	  
12:40 30.12.2019 	 1,54 	 1,38 	 11 	 14 	 184 	 1010 	 0,6 	  
12:30 30.12.2019 	 1,54 	 1,38 	 11 	 13 	 183 	 1009 	 0,9 	  
12:20 30.12.2019 	 1,53 	 1,35 	 9 	 13 	 176 	 1009 	 0,6 	  
12:10 30.12.2019 	 1,52 	 1,36 	 9 	 12 	 176 	 1010 	 0,5 	  
12:00 30.12.2019 	 1,5 	 1,34 	 9 	 12 	 184 	 1009 	 0,8 	  
11:50 30.12.2019 	 1,48 	 1,31 	 9 	 12 	 178 	 1009 	 0,9 	  
11:40 30.12.2019 	 1,45 	 1,29 	 9 	 12 	 174 	 1009 	 0,6 	  
11:30 30.12.2019 	 1,43 	 1,27 	 9 	 12 	 176 	 1009 	 0,8 	  
11:20 30.12.2019 	 1,4 	 1,23 	 10 	 11 	 187 	 1009 	 0,6 	  
11:10 30.12.2019 	 1,36 	 1,2 	 8 	 11 	 174 	 1009 	 0,7 	  
11:00 30.12.2019 	 1,32 	 1,18 	 8 	 10 	 166 	 1009 	 0,1 	  
10:50 30.12.2019 	 1,29 	 1,15 	 8 	 10 	 171 	 1009 	 0,1 	  
10:40 30.12.2019 	 1,24 	 1,11 	 9 	 11 	 179 	 1009 	 0,3 	  
10:30 30.12.2019 	 1,2 	 1,07 	 10 	 11 	 186 	 1009 	 0,3 	  
10:20 30.12.2019 	 1,16 	 1,04 	 10 	 12 	 182 	 1009 	 0,1 	  
10:10 30.12.2019 	 1,11 	 1,01 	 10 	 12 	 180 	 1008 	 0,3 	  
10:00 30.12.2019 	 1,06 	 0,97 	 9 	 11 	 178 	 1008 	 0,2 	  
09:50 30.12.2019 	 1,01 	 0,96 	 9 	 11 	 179 	 1008 	 0,2 	  
09:40 30.12.2019 	 0,96 	 0,94 	 9 	 11 	 178 	 1008 	 0,1 	  
09:30 30.12.2019 	 0,91 	 0,88 	 9 	 11 	 187 	 1008 	 0,6 	  
09:20 30.12.2019 	 0,86 	 0,85 	 9 	 10 	 186 	 1008 	 0,7 	  
09:10 30.12.2019 	 0,8 	 0,82 	 7 	 8 	 190 	 1008 	 1 	  
09:00 30.12.2019 	 0,76 	 0,8 	 7 	 9 	 188 	 1007 	 0,7 	  
08:50 30.12.2019 	 0,7 	 0,76 	 6 	 8 	 193 	 1007 	 1 	  
08:40 30.12.2019 	 0,66 	 0,72 	 6 	 7 	 202 	 1007 	 1,2 	  
08:30 30.12.2019 	 0,61 	 0,68 	 7 	 9 	 208 	 1007 	 1,4 	  
08:20 30.12.2019 	 0,57 	 0,65 	 6 	 8 	 219 	 1007 	 1,5 	  
08:10 30.12.2019 	 0,53 	 0,61 	 6 	 8 	 224 	 1007 	 1,4 	  
08:00 30.12.2019 	 0,49 	 0,57 	 6 	 8 	 239 	 1007 	 1,4 	  
07:50 30.12.2019 	 0,45 	 0,53 	 7 	 9 	 238 	 1007 	 1,4 	  
07:40 30.12.2019 	 0,42 	 0,48 	 4 	 7 	 252 	 1006 	 1,4 	  
07:30 30.12.2019 	 0,39 	 0,44 	 3 	 5 	 249 	 1006 	 1,3 	  
07:20 30.12.2019 	 0,37 	 0,39 	 3 	 5 	 224 	 1006 	 1,4 	  
07:10 30.12.2019 	 0,35 	 0,36 	 3 	 5 	 243 	 1006 	 1,1 	  
07:00 30.12.2019 	 0,33 	 0,34 	 2 	 4 	 299 	 1006 	 0,8 	  
06:50 30.12.2019 	 0,32 	 0,33 	 1 	 1 	 358 	 1005 	 0,3 	  
06:40 30.12.2019 	 0,31 	 0,31 	 1 	 2 	 23 	 1005 	 0,1 	  
06:30 30.12.2019 	 0,31 	 0,3 	 2 	 3 	 20 	 1005 	 -0,1 	  
06:20 30.12.2019 	 0,31 	 0,3 	 2 	 3 	 21 	 1005 	 -0,4 	  
06:10 30.12.2019 	 0,32 	 0,3 	 2 	 3 	 15 	 1005 	 -0,7 	  
06:00 30.12.2019 	 0,33 	 0,31 	 3 	 4 	 20 	 1005 	 -0,4 	  
05:50 30.12.2019 	 0,34 	 0,33 	 3 	 5 	 11 	 1004 	 -0,4 	  
05:40 30.12.2019 	 0,36 	 0,35 	 3 	 5 	 345 	 1004 	 0,6 	  
05:30 30.12.2019 	 0,38 	 0,39 	 4 	 7 	 344 	 1004 	 0,5 	  
05:20 30.12.2019 	 0,41 	 0,42 	 6 	 8 	 332 	 1004 	 0,7 	  
05:10 30.12.2019 	 0,44 	 0,46 	 5 	 8 	 327 	 1004 	 1 	  
05:00 30.12.2019 	 0,48 	 0,48 	 4 	 6 	 341 	 1003 	 0,8 	  
04:50 30.12.2019 	 0,52 	 0,53 	 3 	 6 	 338 	 1003 	 0,4 	  
04:40 30.12.2019 	 0,56 	 0,58 	 2 	 3 	 354 	 1003 	 0,2 	  
04:30 30.12.2019 	 0,6 	 0,62 	 1 	 2 	 11 	 1003 	 -0,2 	  
04:20 30.12.2019 	 0,64 	 0,66 	 1 	 2 	 14 	 1003 	 -0,4 	  
04:10 30.12.2019 	 0,69 	 0,71 	 2 	 3 	 23 	 1003 	 -0,2 	  
04:00 30.12.2019 	 0,74 	 0,76 	 3 	 5 	 20 	 1003 	 -0,2 	  
03:50 30.12.2019 	 0,78 	 0,77 	 3 	 5 	 12 	 1003 	 -0,1 	  
03:40 30.12.2019 	 0,83 	 0,79 	 3 	 4 	 11 	 1002 	 0,1 	  
03:30 30.12.2019 	 0,88 	 0,82 	 3 	 5 	 352 	 1002 	 0,3 	  
03:20 30.12.2019 	 0,93 	 0,85 	 2 	 3 	 346 	 1002 	 0,1 	  
03:10 30.12.2019 	 0,98 	 0,87 	 4 	 6 	 351 	 1002 	 -0,1 	  
03:00 30.12.2019 	 1,02 	 0,91 	 4 	 6 	 346 	 1002 	 0,6 	  
02:50 30.12.2019 	 1,07 	 0,94 	 2 	 4 	 345 	 1002 	 0,4 	  
02:40 30.12.2019 	 1,12 	 0,96 	 3 	 4 	 359 	 1001 	 0,2 	  
02:30 30.12.2019 	 1,16 	 0,98 	 4 	 6 	 355 	 1001 	 0,6 	  
02:20 30.12.2019 	 1,2 	 1,01 	 4 	 5 	 347 	 1001 	 0,9 	  
02:10 30.12.2019 	 1,23 	 1,04 	 4 	 6 	 347 	 1001 	 0,7 	  
02:00 30.12.2019 	 1,27 	 1,07 	 3 	 4 	 356 	 1001 	 0,3 	  
01:50 30.12.2019 	 1,3 	 1,1 	 3 	 5 	 7 	 1000 	 -0,1 	  
01:40 30.12.2019 	 1,33 	 1,11 	 4 	 6 	 8 	 1000 	 0,2 	  
01:30 30.12.2019 	 1,35 	 1,15 	 4 	 6 	 5 	 1000 	 0,5 	  
01:20 30.12.2019 	 1,38 	 1,17 	 5 	 8 	 6 	 1000 	 0,6 	  
01:10 30.12.2019 	 1,4 	 1,2 	 5 	 8 	 1 	 1000 	 0,7 	  
01:00 30.12.2019 	 1,41 	 1,24 	 5 	 7 	 357 	 999 	 0,9 	  
00:50 30.12.2019 	 1,42 	 1,25 	 5 	 7 	 2 	 999 	 0,9 	  
00:40 30.12.2019 	 1,43 	 1,27 	 5 	 7 	 356 	 999 	 0,7 	  
