 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
17:40 31.12.2019 	 0,63 	 1,06 	 1 	 2 	 40 	 987 	 4,7 	  
17:30 31.12.2019 	 0,67 	 1,11 	 3 	 3 	 42 	 987 	 4,8 	  
17:20 31.12.2019 	 0,7 	 1,13 	 2 	 3 	 2 	 987 	 5,2 	  
17:10 31.12.2019 	 0,73 	 1,16 	 3 	 5 	 315 	 986 	 6,2 	  
17:00 31.12.2019 	 0,77 	 1,25 	 3 	 6 	 187 	 986 	 5,2 	  
16:50 31.12.2019 	 0,8 	 1,3 	 5 	 7 	 153 	 986 	 5,7 	  
16:40 31.12.2019 	 0,83 	 1,33 	 6 	 8 	 154 	 985 	 6 	  
16:30 31.12.2019 	 0,86 	 1,37 	 5 	 7 	 152 	 985 	 6,2 	  
16:20 31.12.2019 	 0,89 	 1,4 	 5 	 7 	 170 	 985 	 5,6 	  
16:10 31.12.2019 	 0,92 	 1,41 	 5 	 6 	 147 	 985 	 5,8 	  
16:00 31.12.2019 	 0,95 	 1,47 	 6 	 8 	 141 	 985 	 5,9 	  
15:50 31.12.2019 	 0,97 	 1,49 	 6 	 7 	 151 	 985 	 6 	  
15:40 31.12.2019 	 1 	 1,51 	 6 	 9 	 153 	 985 	 6,9 	  
15:30 31.12.2019 	 1,02 	 1,52 	 6 	 9 	 146 	 985 	 6,8 	  
15:20 31.12.2019 	 1,04 	 1,57 	 6 	 8 	 142 	 985 	 6,7 	  
15:10 31.12.2019 	 1,05 	 1,6 	 7 	 11 	 155 	 985 	 7,5 	  
15:00 31.12.2019 	 1,07 	 1,61 	 7 	 9 	 146 	 985 	 6,3 	  
14:50 31.12.2019 	 1,08 	 1,62 	 8 	 11 	 145 	 986 	 6 	  
14:40 31.12.2019 	 1,09 	 1,59 	 8 	 12 	 148 	 986 	 5,9 	  
14:30 31.12.2019 	 1,1 	 1,58 	 10 	 13 	 143 	 986 	 5,7 	  
14:20 31.12.2019 	 1,1 	 1,6 	 10 	 12 	 146 	 986 	 5,2 	  
14:10 31.12.2019 	 1,1 	 1,58 	 9 	 12 	 144 	 987 	 5,3 	  
14:00 31.12.2019 	 1,1 	 1,58 	 9 	 11 	 142 	 987 	 5,7 	  
13:50 31.12.2019 	 1,1 	 1,57 	 9 	 11 	 142 	 987 	 5,8 	  
13:40 31.12.2019 	 1,09 	 1,58 	 8 	 10 	 144 	 987 	 5,3 	  
13:30 31.12.2019 	 1,08 	 1,53 	 9 	 11 	 147 	 988 	 5,3 	  
13:20 31.12.2019 	 1,07 	 1,54 	 10 	 14 	 147 	 988 	 5,1 	  
13:10 31.12.2019 	 1,06 	 1,51 	 10 	 12 	 147 	 989 	 4,9 	  
13:00 31.12.2019 	 1,04 	 1,49 	 9 	 11 	 147 	 989 	 4,8 	  
12:50 31.12.2019 	 1,02 	 1,46 	 8 	 10 	 145 	 989 	 4,6 	  
12:40 31.12.2019 	 1 	 1,42 	 7 	 8 	 146 	 990 	 4,6 	  
12:30 31.12.2019 	 0,98 	 1,39 	 7 	 9 	 145 	 990 	 4,6 	  
12:20 31.12.2019 	 0,96 	 1,39 	 8 	 10 	 141 	 990 	 4,8 	  
12:10 31.12.2019 	 0,93 	 1,35 	 9 	 11 	 149 	 991 	 4,8 	  
12:00 31.12.2019 	 0,9 	 1,29 	 10 	 11 	 151 	 991 	 5,1 	  
11:50 31.12.2019 	 0,87 	 1,27 	 10 	 12 	 152 	 991 	 5,1 	  
11:40 31.12.2019 	 0,84 	 1,23 	 10 	 12 	 151 	 992 	 4,7 	  
11:30 31.12.2019 	 0,81 	 1,17 	 11 	 13 	 155 	 992 	 4,9 	  
11:20 31.12.2019 	 0,78 	 1,15 	 11 	 13 	 152 	 992 	 5,2 	  
11:10 31.12.2019 	 0,75 	 1,12 	 11 	 13 	 150 	 993 	 4,9 	  
11:00 31.12.2019 	 0,71 	 1,1 	 11 	 14 	 150 	 993 	 5,2 	  
10:50 31.12.2019 	 0,68 	 1,05 	 11 	 15 	 148 	 993 	 5 	  
10:40 31.12.2019 	 0,65 	 1,03 	 10 	 12 	 146 	 994 	 5,3 	  
10:30 31.12.2019 	 0,62 	 0,98 	 9 	 12 	 148 	 994 	 5,2 	  
10:20 31.12.2019 	 0,58 	 0,96 	 10 	 13 	 158 	 994 	 5,7 	  
10:10 31.12.2019 	 0,55 	 0,95 	 9 	 12 	 160 	 995 	 5,3 	  
10:00 31.12.2019 	 0,52 	 0,9 	 9 	 12 	 153 	 995 	 5,3 	  
09:50 31.12.2019 	 0,49 	 0,88 	 10 	 12 	 155 	 995 	 5,1 	  
09:40 31.12.2019 	 0,46 	 0,83 	 10 	 12 	 154 	 996 	 4,6 	  
09:30 31.12.2019 	 0,43 	 0,77 	 11 	 14 	 154 	 996 	 4,5 	  
09:20 31.12.2019 	 0,41 	 0,75 	 11 	 13 	 158 	 996 	 4,5 	  
09:10 31.12.2019 	 0,38 	 0,73 	 11 	 14 	 154 	 996 	 4,5 	  
09:00 31.12.2019 	 0,36 	 0,74 	 11 	 15 	 161 	 997 	 5,1 	  
08:50 31.12.2019 	 0,34 	 0,71 	 10 	 14 	 159 	 997 	 5,2 	  
08:40 31.12.2019 	 0,32 	 0,65 	 8 	 11 	 154 	 998 	 4,9 	  
08:30 31.12.2019 	 0,31 	 0,62 	 7 	 9 	 154 	 998 	 4,6 	  
08:20 31.12.2019 	 0,3 	 0,6 	 7 	 10 	 145 	 998 	 4,5 	  
08:10 31.12.2019 	 0,29 	 0,59 	 8 	 10 	 142 	 999 	 4,8 	  
08:00 31.12.2019 	 0,29 	 0,59 	 9 	 11 	 153 	 999 	 4,8 	  
07:50 31.12.2019 	 0,28 	 0,61 	 10 	 13 	 141 	 999 	 4,8 	  
07:40 31.12.2019 	 0,29 	 0,6 	 8 	 10 	 135 	 999 	 4,7 	  
07:30 31.12.2019 	 0,29 	 0,57 	 8 	 11 	 128 	 1000 	 4,7 	  
07:20 31.12.2019 	 0,29 	 0,57 	 9 	 11 	 141 	 1000 	 4,6 	  
07:10 31.12.2019 	 0,3 	 0,61 	 10 	 11 	 155 	 1000 	 4,7 	  
07:00 31.12.2019 	 0,32 	 0,62 	 10 	 12 	 160 	 1000 	 4,4 	  
06:50 31.12.2019 	 0,33 	 0,65 	 10 	 13 	 165 	 1001 	 4,5 	  
06:40 31.12.2019 	 0,35 	 0,65 	 10 	 13 	 167 	 1001 	 4,7 	  
06:30 31.12.2019 	 0,37 	 0,68 	 11 	 14 	 164 	 1001 	 4,4 	  
06:20 31.12.2019 	 0,39 	 0,71 	 12 	 15 	 168 	 1002 	 4,5 	  
06:10 31.12.2019 	 0,42 	 0,71 	 12 	 15 	 166 	 1002 	 4,7 	  
06:00 31.12.2019 	 0,44 	 0,73 	 13 	 15 	 165 	 1002 	 5,8 	  
05:50 31.12.2019 	 0,47 	 0,77 	 12 	 15 	 156 	 1003 	 5,4 	  
05:40 31.12.2019 	 0,5 	 0,8 	 11 	 15 	 145 	 1003 	 5 	  
05:30 31.12.2019 	 0,53 	 0,82 	 10 	 14 	 140 	 1004 	 5,1 	  
05:20 31.12.2019 	 0,56 	 0,83 	 10 	 13 	 133 	 1004 	 4,8 	  
05:10 31.12.2019 	 0,59 	 0,88 	 9 	 12 	 129 	 1004 	 5 	  
05:00 31.12.2019 	 0,63 	 0,9 	 11 	 16 	 125 	 1004 	 4,5 	  
04:50 31.12.2019 	 0,66 	 0,95 	 11 	 16 	 115 	 1004 	 4,4 	  
04:40 31.12.2019 	 0,69 	 0,98 	 10 	 16 	 124 	 1004 	 4,6 	  
04:30 31.12.2019 	 0,72 	 1,01 	 10 	 14 	 117 	 1005 	 4,6 	  
04:20 31.12.2019 	 0,76 	 1,01 	 5 	 10 	 139 	 1005 	 4,9 	  
04:10 31.12.2019 	 0,79 	 1,06 	 6 	 10 	 148 	 1005 	 5,1 	  
04:00 31.12.2019 	 0,82 	 1,11 	 7 	 10 	 151 	 1005 	 5,4 	  
03:50 31.12.2019 	 0,85 	 1,12 	 10 	 13 	 174 	 1006 	 4,6 	  
03:40 31.12.2019 	 0,87 	 1,14 	 7 	 13 	 163 	 1005 	 5,3 	  
03:30 31.12.2019 	 0,9 	 1,19 	 9 	 11 	 167 	 1006 	 4,9 	  
03:20 31.12.2019 	 0,92 	 1,21 	 7 	 10 	 190 	 1006 	 5,2 	  
03:10 31.12.2019 	 0,94 	 1,18 	 7 	 12 	 181 	 1006 	 5,9 	  
03:00 31.12.2019 	 0,96 	 1,19 	 9 	 12 	 203 	 1006 	 5,8 	  
02:50 31.12.2019 	 0,98 	 1,22 	 11 	 14 	 215 	 1006 	 4,6 	  
02:40 31.12.2019 	 0,99 	 1,24 	 9 	 14 	 200 	 1006 	 4,9 	  
02:30 31.12.2019 	 1,01 	 1,24 	 7 	 12 	 144 	 1007 	 4,6 	  
02:20 31.12.2019 	 1,02 	 1,24 	 6 	 9 	 151 	 1007 	 4,6 	  
02:10 31.12.2019 	 1,02 	 1,2 	 7 	 9 	 148 	 1007 	 4,5 	  
02:00 31.12.2019 	 1,03 	 1,22 	 8 	 13 	 133 	 1007 	 4,2 	  
01:50 31.12.2019 	 1,03 	 1,24 	 6 	 10 	 141 	 1007 	 4,7 	  
01:40 31.12.2019 	 1,03 	 1,24 	 8 	 12 	 122 	 1007 	 4,4 	  
01:30 31.12.2019 	 1,03 	 1,21 	 8 	 12 	 142 	 1007 	 4,6 	  
01:20 31.12.2019 	 1,02 	 1,22 	 10 	 14 	 135 	 1007 	 4,4 	  
01:10 31.12.2019 	 1,01 	 1,18 	 11 	 14 	 130 	 1007 	 4,6 	  
01:00 31.12.2019 	 1 	 1,16 	 10 	 13 	 129 	 1007 	 4,3 	  
00:50 31.12.2019 	 0,99 	 1,14 	 9 	 12 	 133 	 1007 	 4,1 	  
00:40 31.12.2019 	 0,97 	 1,1 	 10 	 14 	 131 	 1007 	 4,5 	  
00:30 31.12.2019 	 0,95 	 1,08 	 9 	 11 	 134 	 1007 	 4,4 	  
00:20 31.12.2019 	 0,93 	 1,05 	 8 	 11 	 138 	 1007 	 4,4 	  
00:10 31.12.2019 	 0,91 	 0,99 	 8 	 11 	 145 	 1008 	 4 	  
00:00 31.12.2019 	 0,89 	 0,95 	 8 	 10 	 146 	 1008 	 3,9 	  
23:50 30.12.2019 	 0,86 	 0,95 	 8 	 10 	 145 	 1008 	 3,9 	  
23:40 30.12.2019 	 0,83 	 0,92 	 8 	 10 	 148 	 1008 	 3,4 	  
23:30 30.12.2019 	 0,8 	 0,89 	 6 	 8 	 130 	 1008 	 3,5 	  
23:20 30.12.2019 	 0,77 	 0,85 	 6 	 8 	 136 	 1008 	 3,4 	  
23:10 30.12.2019 	 0,74 	 0,82 	 6 	 8 	 140 	 1008 	 3,7 	  
23:00 30.12.2019 	 0,71 	 0,8 	 7 	 10 	 149 	 1008 	 3,7 	  
22:50 30.12.2019 	 0,67 	 0,73 	 6 	 8 	 128 	 1008 	 3,1 	  
22:40 30.12.2019 	 0,64 	 0,68 	 6 	 9 	 123 	 1008 	 3,1 	  
22:30 30.12.2019 	 0,61 	 0,68 	 8 	 12 	 132 	 1008 	 3,7 	  
22:20 30.12.2019 	 0,57 	 0,62 	 6 	 8 	 102 	 1008 	 1,3 	  
22:10 30.12.2019 	 0,54 	 0,57 	 5 	 7 	 110 	 1009 	 1,7 	  
22:00 30.12.2019 	 0,51 	 0,57 	 7 	 9 	 107 	 1009 	 1,5 	  
21:50 30.12.2019 	 0,47 	 0,54 	 7 	 9 	 111 	 1009 	 1,6 	  
21:40 30.12.2019 	 0,44 	 0,52 	 9 	 11 	 126 	 1009 	 2,3 	  
21:30 30.12.2019 	 0,41 	 0,46 	 8 	 10 	 128 	 1009 	 2,2 	  
21:20 30.12.2019 	 0,39 	 0,39 	 8 	 10 	 122 	 1009 	 1,7 	  
21:10 30.12.2019 	 0,36 	 0,37 	 7 	 10 	 136 	 1009 	 1,4 	  
21:00 30.12.2019 	 0,34 	 0,37 	 9 	 11 	 148 	 1009 	 2 	  
20:50 30.12.2019 	 0,32 	 0,33 	 8 	 10 	 146 	 1009 	 2 	  
20:40 30.12.2019 	 0,3 	 0,34 	 8 	 11 	 149 	 1009 	 2 	  
20:30 30.12.2019 	 0,29 	 0,32 	 6 	 10 	 144 	 1008 	 2,2 	  
20:20 30.12.2019 	 0,27 	 0,29 	 5 	 8 	 120 	 1009 	 1,3 	  
20:10 30.12.2019 	 0,26 	 0,26 	 8 	 11 	 142 	 1009 	 1,9 	  
20:00 30.12.2019 	 0,26 	 0,25 	 7 	 10 	 139 	 1009 	 1,8 	  
19:50 30.12.2019 	 0,25 	 0,25 	 7 	 10 	 123 	 1009 	 1,1 	  
19:40 30.12.2019 	 0,25 	 0,27 	 6 	 10 	 120 	 1009 	 0,6 	  
19:30 30.12.2019 	 0,26 	 0,28 	 7 	 10 	 124 	 1009 	 0,4 	  
19:20 30.12.2019 	 0,26 	 0,28 	 9 	 10 	 142 	 1009 	 0,8 	  
19:10 30.12.2019 	 0,27 	 0,28 	 8 	 11 	 146 	 1009 	 0,8 	  
19:00 30.12.2019 	 0,28 	 0,32 	 7 	 9 	 143 	 1009 	 1,3 	  
18:50 30.12.2019 	 0,3 	 0,35 	 5 	 9 	 120 	 1009 	 0,2 	  
18:40 30.12.2019 	 0,32 	 0,39 	 7 	 10 	 137 	 1009 	 1 	  
18:30 30.12.2019 	 0,34 	 0,43 	 7 	 10 	 136 	 1009 	 1,2 	  
18:20 30.12.2019 	 0,36 	 0,46 	 6 	 8 	 137 	 1009 	 1,2 	  
18:10 30.12.2019 	 0,39 	 0,49 	 5 	 7 	 109 	 1008 	 0,2 	  
18:00 30.12.2019 	 0,42 	 0,55 	 5 	 7 	 103 	 1008 	 0 	  
17:50 30.12.2019 	 0,45 	 0,57 	 5 	 7 	 101 	 1008 	 0,4 	  
17:40 30.12.2019 	 0,49 	 0,62 	 3 	 7 	 91 	 1008 	 0,5 	  
17:30 30.12.2019 	 0,52 	 0,71 	 3 	 5 	 107 	 1008 	 0,8 	  
17:20 30.12.2019 	 0,56 	 0,76 	 5 	 8 	 146 	 1008 	 1,8 	  
17:10 30.12.2019 	 0,59 	 0,76 	 5 	 8 	 144 	 1008 	 1,8 	  
17:00 30.12.2019 	 0,63 	 0,84 	 7 	 9 	 136 	 1008 	 1,8 	  
16:50 30.12.2019 	 0,67 	 0,89 	 7 	 10 	 142 	 1008 	 2,2 	  
16:40 30.12.2019 	 0,71 	 0,93 	 8 	 10 	 143 	 1008 	 2,3 	  
16:30 30.12.2019 	 0,75 	 0,98 	 9 	 12 	 156 	 1008 	 2,5 	  
16:20 30.12.2019 	 0,78 	 1,04 	 9 	 12 	 156 	 1008 	 2,3 	  
16:10 30.12.2019 	 0,82 	 1,08 	 9 	 13 	 153 	 1008 	 2,3 	  
16:00 30.12.2019 	 0,86 	 1,14 	 8 	 12 	 147 	 1008 	 2,2 	  
15:50 30.12.2019 	 0,89 	 1,18 	 9 	 11 	 150 	 1007 	 2,2 	  
15:40 30.12.2019 	 0,92 	 1,21 	 9 	 10 	 144 	 1007 	 1,5 	  
15:30 30.12.2019 	 0,96 	 1,25 	 8 	 11 	 144 	 1007 	 2,2 	  
15:20 30.12.2019 	 0,99 	 1,26 	 7 	 10 	 141 	 1007 	 1,8 	  
15:10 30.12.2019 	 1,01 	 1,29 	 7 	 10 	 148 	 1007 	 2 	  
15:00 30.12.2019 	 1,04 	 1,35 	 8 	 10 	 152 	 1007 	 1,6 	  
14:50 30.12.2019 	 1,07 	 1,38 	 8 	 10 	 150 	 1007 	 1,1 	  
14:40 30.12.2019 	 1,09 	 1,41 	 9 	 11 	 150 	 1007 	 0,8 	  
14:30 30.12.2019 	 1,1 	 1,41 	 9 	 10 	 155 	 1007 	 0,8 	  
14:20 30.12.2019 	 1,12 	 1,44 	 9 	 10 	 154 	 1007 	 1,1 	  
14:10 30.12.2019 	 1,13 	 1,44 	 8 	 10 	 152 	 1007 	 0,4 	  
14:00 30.12.2019 	 1,14 	 1,47 	 8 	 11 	 151 	 1007 	 1 	  
13:50 30.12.2019 	 1,15 	 1,46 	 8 	 11 	 148 	 1007 	 0,2 	  
13:40 30.12.2019 	 1,16 	 1,49 	 8 	 10 	 147 	 1007 	 0,4 	  
13:30 30.12.2019 	 1,16 	 1,49 	 7 	 10 	 140 	 1007 	 0,4 	  
13:20 30.12.2019 	 1,16 	 1,48 	 7 	 9 	 134 	 1007 	 0,2 	  
13:10 30.12.2019 	 1,15 	 1,47 	 8 	 10 	 144 	 1007 	 0,7 	  
13:00 30.12.2019 	 1,15 	 1,46 	 6 	 9 	 144 	 1007 	 0,4 	  
12:50 30.12.2019 	 1,14 	 1,44 	 5 	 7 	 145 	 1007 	 0,7 	  
12:40 30.12.2019 	 1,13 	 1,44 	 7 	 9 	 151 	 1007 	 0,6 	  
12:30 30.12.2019 	 1,11 	 1,45 	 8 	 10 	 152 	 1007 	 0,6 	  
12:20 30.12.2019 	 1,09 	 1,44 	 8 	 10 	 149 	 1007 	 0,3 	  
12:10 30.12.2019 	 1,07 	 1,39 	 7 	 9 	 144 	 1007 	 0,4 	  
12:00 30.12.2019 	 1,05 	 1,36 	 6 	 8 	 143 	 1007 	 0,2 	  
11:50 30.12.2019 	 1,02 	 1,32 	 7 	 8 	 147 	 1007 	 0,3 	  
11:40 30.12.2019 	 0,99 	 1,26 	 7 	 9 	 148 	 1007 	 0,2 	  
11:30 30.12.2019 	 0,97 	 1,24 	 8 	 10 	 150 	 1006 	 0,1 	  
11:20 30.12.2019 	 0,93 	 1,23 	 7 	 8 	 152 	 1006 	 0,4 	  
11:10 30.12.2019 	 0,9 	 1,24 	 7 	 8 	 151 	 1006 	 0,2 	  
11:00 30.12.2019 	 0,87 	 1,17 	 6 	 7 	 146 	 1006 	 0,3 	  
10:50 30.12.2019 	 0,83 	 1,15 	 6 	 7 	 148 	 1006 	 0,3 	  
10:40 30.12.2019 	 0,8 	 1,11 	 6 	 7 	 149 	 1006 	 0,3 	  
10:30 30.12.2019 	 0,76 	 1,08 	 6 	 8 	 150 	 1006 	 0,4 	  
10:20 30.12.2019 	 0,72 	 1,05 	 7 	 8 	 149 	 1006 	 0,1 	  
10:10 30.12.2019 	 0,68 	 1,01 	 7 	 9 	 148 	 1006 	 0,1 	  
10:00 30.12.2019 	 0,64 	 0,99 	 6 	 7 	 149 	 1006 	 0,1 	  
09:50 30.12.2019 	 0,6 	 0,94 	 3 	 7 	 141 	 1005 	 0,5 	  
09:40 30.12.2019 	 0,57 	 0,89 	 2 	 3 	 93 	 1005 	 -0 	  
09:30 30.12.2019 	 0,53 	 0,84 	 1 	 2 	 69 	 1005 	 0,2 	  
09:20 30.12.2019 	 0,49 	 0,82 	 1 	 2 	 62 	 1005 	 0 	  
09:10 30.12.2019 	 0,46 	 0,82 	 2 	 3 	 90 	 1005 	 0,3 	  
09:00 30.12.2019 	 0,43 	 0,76 	 2 	 3 	 98 	 1005 	 0,2 	  
08:50 30.12.2019 	 0,4 	 0,73 	 2 	 3 	 80 	 1004 	 0,4 	  
08:40 30.12.2019 	 0,37 	 0,7 	 2 	 4 	 124 	 1004 	 0,3 	  
08:30 30.12.2019 	 0,34 	 0,67 	 3 	 4 	 172 	 1004 	 0,6 	  
08:20 30.12.2019 	 0,32 	 0,68 	 4 	 6 	 187 	 1004 	 0,2 	  
08:10 30.12.2019 	 0,29 	 0,65 	 4 	 6 	 240 	 1004 	 0,6 	  
08:00 30.12.2019 	 0,28 	 0,6 	 4 	 5 	 312 	 1004 	 1,7 	  
07:50 30.12.2019 	 0,26 	 0,58 	 4 	 6 	 302 	 1003 	 1,7 	  
07:40 30.12.2019 	 0,25 	 0,57 	 4 	 6 	 310 	 1003 	 1,6 	  
07:30 30.12.2019 	 0,24 	 0,56 	 5 	 7 	 315 	 1003 	 1,5 	  
07:20 30.12.2019 	 0,23 	 0,56 	 4 	 6 	 317 	 1003 	 1,1 	  
07:10 30.12.2019 	 0,23 	 0,54 	 4 	 7 	 318 	 1003 	 1,2 	  
07:00 30.12.2019 	 0,23 	 0,54 	 4 	 7 	 305 	 1002 	 1,5 	  
06:50 30.12.2019 	 0,24 	 0,56 	 4 	 7 	 304 	 1002 	 1,5 	  
06:40 30.12.2019 	 0,25 	 0,58 	 4 	 6 	 316 	 1002 	 1,3 	  
06:30 30.12.2019 	 0,26 	 0,58 	 4 	 6 	 319 	 1002 	 1 	  
06:20 30.12.2019 	 0,27 	 0,59 	 5 	 8 	 317 	 1002 	 0,6 	  
06:10 30.12.2019 	 0,29 	 0,6 	 7 	 11 	 300 	 1002 	 0,7 	  
06:00 30.12.2019 	 0,31 	 0,63 	 4 	 6 	 343 	 1002 	 0,5 	  
05:50 30.12.2019 	 0,33 	 0,66 	 4 	 6 	 336 	 1001 	 0,3 	  
05:40 30.12.2019 	 0,36 	 0,67 	 5 	 10 	 318 	 1001 	 0,2 	  
05:30 30.12.2019 	 0,39 	 0,73 	 7 	 11 	 293 	 1001 	 0,5 	  
05:20 30.12.2019 	 0,42 	 0,76 	 3 	 6 	 323 	 1001 	 1,2 	  
05:10 30.12.2019 	 0,45 	 0,81 	 4 	 8 	 320 	 1000 	 1,1 	  
05:00 30.12.2019 	 0,48 	 0,87 	 3 	 5 	 318 	 1000 	 0,5 	  
04:50 30.12.2019 	 0,52 	 0,92 	 4 	 6 	 314 	 1000 	 0,2 	  
04:40 30.12.2019 	 0,55 	 0,95 	 7 	 10 	 311 	 1000 	 -0,2 	  
04:30 30.12.2019 	 0,59 	 1 	 5 	 7 	 298 	 1000 	 1,2 	  
04:20 30.12.2019 	 0,62 	 1 	 4 	 6 	 311 	 999 	 1,2 	  
04:10 30.12.2019 	 0,66 	 1,02 	 4 	 6 	 317 	 999 	 1,1 	  
04:00 30.12.2019 	 0,7 	 1,08 	 5 	 7 	 314 	 999 	 0,9 	  
03:50 30.12.2019 	 0,74 	 1,09 	 5 	 7 	 316 	 999 	 0,7 	  
03:40 30.12.2019 	 0,77 	 1,14 	 6 	 8 	 315 	 999 	 0,5 	  
03:30 30.12.2019 	 0,8 	 1,19 	 5 	 7 	 326 	 999 	 0,5 	  
03:20 30.12.2019 	 0,84 	 1,21 	 5 	 7 	 330 	 998 	 0,4 	  
03:10 30.12.2019 	 0,87 	 1,22 	 5 	 8 	 332 	 998 	 0,4 	  
03:00 30.12.2019 	 0,9 	 1,23 	 5 	 7 	 337 	 998 	 0,1 	  
02:50 30.12.2019 	 0,92 	 1,31 	 5 	 8 	 335 	 998 	 0,5 	  
02:40 30.12.2019 	 0,95 	 1,33 	 5 	 8 	 337 	 998 	 0,4 	  
02:30 30.12.2019 	 0,98 	 1,33 	 4 	 6 	 349 	 998 	 0,4 	  
02:20 30.12.2019 	 1 	 1,36 	 5 	 6 	 342 	 997 	 0,5 	  
02:10 30.12.2019 	 1,01 	 1,35 	 5 	 7 	 338 	 997 	 0,5 	  
02:00 30.12.2019 	 1,03 	 1,37 	 5 	 6 	 344 	 997 	 0,6 	  
01:50 30.12.2019 	 1,05 	 1,39 	 5 	 7 	 343 	 997 	 0,5 	  
01:40 30.12.2019 	 1,06 	 1,42 	 5 	 7 	 347 	 997 	 0,4 	  
01:30 30.12.2019 	 1,07 	 1,42 	 4 	 7 	 347 	 996 	 0,4 	  
01:20 30.12.2019 	 1,07 	 1,45 	 4 	 6 	 356 	 996 	 0,4 	  
01:10 30.12.2019 	 1,07 	 1,45 	 5 	 7 	 344 	 996 	 0,4 	  
01:00 30.12.2019 	 1,07 	 1,39 	 5 	 7 	 344 	 996 	 0,4 	  
00:50 30.12.2019 	 1,07 	 1,38 	 6 	 8 	 345 	 996 	 0,4 	  
00:40 30.12.2019 	 1,06 	 1,35 	 7 	 9 	 345 	 995 	 0,3 	  
