 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
18:20 31.12.2019 	 1,59 	 1,68 	 4 	 6 	 212 	 992 	 6,4 	  
18:10 31.12.2019 	 1,52 	 1,44 	 4 	 6 	 214 	 992 	 6,4 	  
18:00 31.12.2019 	 1,45 	 1,37 	 3 	 5 	 213 	 992 	 6,2 	  
17:50 31.12.2019 	 1,37 	 1,19 	 2 	 4 	 212 	 992 	 6 	  
17:40 31.12.2019 	 1,31 	 1,31 	 2 	 3 	 225 	 992 	 5,8 	  
17:30 31.12.2019 	 1,24 	 1,24 	 3 	 4 	 229 	 992 	 5,8 	  
17:20 31.12.2019 	 1,17 	 0,9 	 2 	 4 	 238 	 992 	 5,6 	  
17:10 31.12.2019 	 1,11 	 1,09 	 3 	 4 	 250 	 992 	 5,5 	  
17:00 31.12.2019 	 1,05 	 0,7 	 3 	 5 	 255 	 992 	 5,3 	  
16:50 31.12.2019 	 0,99 	 0,88 	 4 	 6 	 254 	 992 	 5,5 	  
16:40 31.12.2019 	 0,95 	 0,92 	 4 	 6 	 258 	 992 	 5,3 	  
16:30 31.12.2019 	 0,89 	 0,68 	 5 	 8 	 258 	 992 	 5,5 	  
16:20 31.12.2019 	 0,86 	 0,92 	 5 	 8 	 256 	 992 	 5,5 	  
16:10 31.12.2019 	 0,83 	 0,77 	 5 	 9 	 256 	 992 	 5,5 	  
16:00 31.12.2019 	 0,8 	 0,73 	 5 	 9 	 256 	 992 	 5,8 	  
15:50 31.12.2019 	 0,77 	 0,71 	 5 	 9 	 255 	 992 	 6 	  
15:40 31.12.2019 	 0,76 	 0,66 	 6 	 11 	 256 	 992 	 5,9 	  
15:30 31.12.2019 	 0,75 	 0,66 	 5 	 8 	 255 	 992 	 5,9 	  
15:20 31.12.2019 	 0,75 	 0,73 	 6 	 10 	 255 	 991 	 5,8 	  
15:10 31.12.2019 	 0,76 	 0,72 	 5 	 8 	 253 	 991 	 5,7 	  
15:00 31.12.2019 	 0,77 	 0,71 	 6 	 9 	 255 	 991 	 5,7 	  
14:50 31.12.2019 	 0,8 	 0,76 	 5 	 8 	 254 	 991 	 5,7 	  
14:40 31.12.2019 	 0,82 	 0,86 	 5 	 8 	 258 	 991 	 6 	  
14:30 31.12.2019 	 0,86 	 0,82 	 5 	 9 	 261 	 991 	 6,2 	  
14:20 31.12.2019 	 0,9 	 0,93 	 5 	 8 	 256 	 991 	 6,5 	  
14:10 31.12.2019 	 0,95 	 0,88 	 5 	 7 	 255 	 991 	 6,8 	  
14:00 31.12.2019 	 1 	 0,9 	 7 	 12 	 242 	 991 	 7,1 	  
13:50 31.12.2019 	 1,06 	 0,98 	 7 	 11 	 226 	 991 	 7,6 	  
13:40 31.12.2019 	 1,13 	 0,99 	 8 	 12 	 225 	 991 	 7,6 	  
13:30 31.12.2019 	 1,19 	 1,08 	 9 	 13 	 220 	 991 	 7,7 	  
13:20 31.12.2019 	 1,27 	 1,17 	 9 	 13 	 220 	 991 	 7,9 	  
13:10 31.12.2019 	 1,34 	 1,4 	 9 	 13 	 224 	 991 	 7,7 	  
13:00 31.12.2019 	 1,42 	 1,41 	 9 	 13 	 220 	 991 	 7,8 	  
12:50 31.12.2019 	 1,5 	 1,59 	 8 	 12 	 217 	 991 	 7,7 	  
12:40 31.12.2019 	 1,58 	 1,59 	 10 	 15 	 214 	 991 	 8,3 	  
12:30 31.12.2019 	 1,67 	 1,71 	 9 	 13 	 211 	 991 	 8 	  
12:20 31.12.2019 	 1,75 	 1,81 	 9 	 14 	 208 	 991 	 7,9 	  
12:10 31.12.2019 	 1,83 	 1,81 	 9 	 14 	 205 	 992 	 7,7 	  
12:00 31.12.2019 	 1,92 	 1,91 	 10 	 14 	 204 	 992 	 7,6 	  
11:50 31.12.2019 	 2 	 2,13 	 11 	 15 	 203 	 992 	 7,7 	  
11:40 31.12.2019 	 2,08 	 2,08 	 12 	 17 	 201 	 992 	 7,8 	  
11:30 31.12.2019 	 2,15 	 2,18 	 12 	 18 	 199 	 992 	 7,9 	  
11:20 31.12.2019 	 2,23 	 2,22 	 13 	 18 	 197 	 992 	 8 	  
11:10 31.12.2019 	 2,3 	 2,4 	 13 	 19 	 197 	 993 	 7,9 	  
11:00 31.12.2019 	 2,37 	 2,41 	 12 	 16 	 197 	 993 	 7,8 	  
10:50 31.12.2019 	 2,43 	 2,45 	 12 	 18 	 196 	 993 	 7,8 	  
10:40 31.12.2019 	 2,49 	 2,6 	 13 	 17 	 196 	 993 	 7,8 	  
10:30 31.12.2019 	 2,54 	 2,62 	 12 	 17 	 197 	 993 	 7,9 	  
10:20 31.12.2019 	 2,59 	 2,67 	 12 	 17 	 196 	 994 	 7,7 	  
10:10 31.12.2019 	 2,63 	 2,75 	 12 	 17 	 198 	 994 	 7,7 	  
10:00 31.12.2019 	 2,66 	 2,73 	 12 	 18 	 198 	 994 	 7,7 	  
09:50 31.12.2019 	 2,69 	 2,78 	 12 	 17 	 200 	 995 	 7,7 	  
09:40 31.12.2019 	 2,72 	 2,77 	 11 	 15 	 197 	 995 	 7,6 	  
09:30 31.12.2019 	 2,74 	 2,78 	 11 	 16 	 196 	 995 	 7,5 	  
09:20 31.12.2019 	 2,75 	 2,8 	 8 	 13 	 194 	 996 	 7,3 	  
09:10 31.12.2019 	 2,75 	 2,79 	 9 	 13 	 187 	 996 	 7,3 	  
09:00 31.12.2019 	 2,75 	 2,8 	 10 	 14 	 186 	 996 	 7,1 	  
08:50 31.12.2019 	 2,74 	 2,84 	 10 	 14 	 185 	 996 	 7 	  
08:40 31.12.2019 	 2,72 	 2,87 	 12 	 15 	 181 	 997 	 6,8 	  
08:30 31.12.2019 	 2,7 	 2,77 	 11 	 15 	 181 	 997 	 6,8 	  
08:20 31.12.2019 	 2,68 	 2,71 	 10 	 13 	 182 	 998 	 6,8 	  
08:10 31.12.2019 	 2,64 	 2,68 	 9 	 12 	 181 	 998 	 6,7 	  
08:00 31.12.2019 	 2,6 	 2,67 	 10 	 12 	 181 	 999 	 6,7 	  
07:50 31.12.2019 	 2,56 	 2,56 	 9 	 12 	 181 	 999 	 6,6 	  
07:40 31.12.2019 	 2,51 	 2,49 	 8 	 10 	 186 	 999 	 6,5 	  
07:30 31.12.2019 	 2,45 	 2,39 	 7 	 11 	 193 	 1000 	 6,4 	  
07:20 31.12.2019 	 2,39 	 2,37 	 8 	 12 	 200 	 1000 	 6,5 	  
07:10 31.12.2019 	 2,33 	 2,27 	 9 	 12 	 203 	 1001 	 6,4 	  
07:00 31.12.2019 	 2,26 	 2,16 	 9 	 16 	 206 	 1001 	 6,4 	  
06:50 31.12.2019 	 2,18 	 2,15 	 10 	 15 	 197 	 1001 	 6,5 	  
06:40 31.12.2019 	 2,11 	 1,97 	 10 	 14 	 197 	 1001 	 6,5 	  
06:30 31.12.2019 	 2,03 	 1,94 	 10 	 15 	 199 	 1002 	 6,5 	  
06:20 31.12.2019 	 1,95 	 1,89 	 10 	 16 	 202 	 1002 	 6,5 	  
06:10 31.12.2019 	 1,88 	 1,82 	 11 	 14 	 196 	 1002 	 6,4 	  
06:00 31.12.2019 	 1,79 	 1,67 	 11 	 16 	 193 	 1003 	 6,3 	  
05:50 31.12.2019 	 1,7 	 1,57 	 11 	 17 	 190 	 1003 	 6,2 	  
05:40 31.12.2019 	 1,62 	 1,52 	 12 	 16 	 196 	 1003 	 6,3 	  
05:30 31.12.2019 	 1,54 	 1,37 	 11 	 16 	 195 	 1003 	 6,4 	  
05:20 31.12.2019 	 1,46 	 1,29 	 10 	 14 	 194 	 1004 	 6,3 	  
05:10 31.12.2019 	 1,37 	 1,25 	 11 	 15 	 187 	 1004 	 6,4 	  
05:00 31.12.2019 	 1,3 	 1,08 	 10 	 14 	 182 	 1004 	 6,3 	  
04:50 31.12.2019 	 1,22 	 0,98 	 11 	 14 	 182 	 1005 	 6,3 	  
04:40 31.12.2019 	 1,15 	 0,91 	 10 	 14 	 178 	 1005 	 6,2 	  
04:30 31.12.2019 	 1,08 	 0,86 	 10 	 13 	 181 	 1005 	 6,1 	  
04:20 31.12.2019 	 1,01 	 0,78 	 8 	 11 	 185 	 1006 	 5,7 	  
04:10 31.12.2019 	 0,95 	 0,7 	 8 	 13 	 194 	 1006 	 5,4 	  
04:00 31.12.2019 	 0,9 	 0,66 	 7 	 11 	 192 	 1007 	 5,3 	  
03:50 31.12.2019 	 0,86 	 0,57 	 7 	 12 	 193 	 1007 	 5,3 	  
03:40 31.12.2019 	 0,81 	 0,49 	 7 	 10 	 194 	 1007 	 5,3 	  
03:30 31.12.2019 	 0,78 	 0,53 	 7 	 10 	 189 	 1008 	 5,3 	  
03:20 31.12.2019 	 0,75 	 0,45 	 9 	 13 	 196 	 1008 	 5,2 	  
03:10 31.12.2019 	 0,73 	 0,41 	 7 	 10 	 194 	 1008 	 5,3 	  
03:00 31.12.2019 	 0,71 	 0,33 	 8 	 11 	 186 	 1009 	 5,3 	  
02:50 31.12.2019 	 0,71 	 0,33 	 7 	 10 	 184 	 1009 	 5,2 	  
02:40 31.12.2019 	 0,71 	 0,31 	 8 	 11 	 185 	 1009 	 5,2 	  
02:30 31.12.2019 	 0,72 	 0,35 	 6 	 11 	 191 	 1010 	 5,2 	  
02:20 31.12.2019 	 0,74 	 0,36 	 7 	 10 	 198 	 1010 	 5,1 	  
02:10 31.12.2019 	 0,76 	 0,44 	 8 	 12 	 202 	 1010 	 5 	  
02:00 31.12.2019 	 0,79 	 0,44 	 8 	 12 	 201 	 1011 	 5 	  
01:50 31.12.2019 	 0,83 	 0,51 	 8 	 13 	 201 	 1011 	 4,9 	  
01:40 31.12.2019 	 0,87 	 0,6 	 6 	 9 	 195 	 1011 	 5,2 	  
01:30 31.12.2019 	 0,92 	 0,55 	 5 	 10 	 203 	 1011 	 5,2 	  
01:20 31.12.2019 	 0,98 	 0,67 	 6 	 10 	 195 	 1011 	 5,2 	  
01:10 31.12.2019 	 1,04 	 0,63 	 4 	 6 	 191 	 1011 	 5,2 	  
01:00 31.12.2019 	 1,11 	 0,7 	 5 	 7 	 195 	 1012 	 5,2 	  
00:50 31.12.2019 	 1,18 	 0,78 	 6 	 10 	 200 	 1012 	 5,2 	  
00:40 31.12.2019 	 1,25 	 0,89 	 7 	 12 	 209 	 1012 	 5,2 	  
00:30 31.12.2019 	 1,33 	 0,99 	 5 	 8 	 207 	 1012 	 5,2 	  
00:20 31.12.2019 	 1,4 	 1,09 	 5 	 6 	 201 	 1012 	 5,1 	  
00:10 31.12.2019 	 1,49 	 1,17 	 4 	 6 	 207 	 1012 	 5,2 	  
00:00 31.12.2019 	 1,57 	 1,26 	 5 	 8 	 212 	 1012 	 5,2 	  
23:50 30.12.2019 	 1,65 	 1,29 	 3 	 8 	 229 	 1013 	 5,2 	  
23:40 30.12.2019 	 1,73 	 1,47 	 2 	 5 	 268 	 1013 	 4,1 	  
23:30 30.12.2019 	 1,81 	 1,44 	 5 	 7 	 224 	 1013 	 5,2 	  
23:20 30.12.2019 	 1,89 	 1,61 	 4 	 9 	 207 	 1013 	 5,1 	  
23:10 30.12.2019 	 1,97 	 1,64 	 4 	 6 	 212 	 1013 	 5,1 	  
23:00 30.12.2019 	 2,04 	 1,72 	 5 	 7 	 224 	 1014 	 4,8 	  
22:50 30.12.2019 	 2,12 	 1,81 	 5 	 7 	 223 	 1014 	 4,5 	  
22:40 30.12.2019 	 2,18 	 1,9 	 5 	 10 	 223 	 1014 	 4,6 	  
22:30 30.12.2019 	 2,24 	 1,9 	 6 	 10 	 232 	 1014 	 4,5 	  
22:20 30.12.2019 	 2,3 	 2,06 	 1 	 7 	 211 	 1014 	 3,7 	  
22:10 30.12.2019 	 2,36 	 2,09 	 0 	 1 	 64 	 1014 	 2,9 	  
22:00 30.12.2019 	 2,41 	 2,12 	 0 	 1 	 11 	 1014 	 2,8 	  
21:50 30.12.2019 	 2,45 	 2,28 	 1 	 2 	 326 	 1014 	 2,8 	  
21:40 30.12.2019 	 2,48 	 2,19 	 2 	 4 	 330 	 1014 	 2,7 	  
21:30 30.12.2019 	 2,52 	 2,32 	 2 	 4 	 311 	 1014 	 2,5 	  
21:20 30.12.2019 	 2,54 	 2,19 	 2 	 5 	 247 	 1014 	 2,8 	  
21:10 30.12.2019 	 2,56 	 2,38 	 2 	 5 	 11 	 1014 	 2 	  
21:00 30.12.2019 	 2,57 	 2,35 	 2 	 3 	 47 	 1014 	 2 	  
20:50 30.12.2019 	 2,58 	 2,33 	 2 	 3 	 55 	 1014 	 2,3 	  
20:40 30.12.2019 	 2,57 	 2,36 	 2 	 3 	 57 	 1014 	 2,3 	  
20:30 30.12.2019 	 2,57 	 2,33 	 2 	 2 	 65 	 1014 	 2,2 	  
20:20 30.12.2019 	 2,55 	 2,3 	 3 	 3 	 64 	 1014 	 2 	  
20:10 30.12.2019 	 2,53 	 2,36 	 2 	 3 	 62 	 1014 	 2 	  
20:00 30.12.2019 	 2,51 	 2,28 	 2 	 2 	 49 	 1014 	 1,9 	  
19:50 30.12.2019 	 2,47 	 2,29 	 1 	 2 	 49 	 1014 	 1,8 	  
19:40 30.12.2019 	 2,43 	 2,28 	 1 	 2 	 46 	 1014 	 1,5 	  
19:30 30.12.2019 	 2,39 	 2,13 	 1 	 1 	 24 	 1013 	 1,3 	  
19:20 30.12.2019 	 2,33 	 2,12 	 1 	 1 	 11 	 1013 	 1,2 	  
19:10 30.12.2019 	 2,27 	 2,12 	 2 	 2 	 3 	 1013 	 1,1 	  
19:00 30.12.2019 	 2,21 	 2,04 	 1 	 2 	 20 	 1013 	 1,4 	  
18:50 30.12.2019 	 2,15 	 1,94 	 1 	 2 	 35 	 1013 	 1,3 	  
18:40 30.12.2019 	 2,08 	 1,81 	 1 	 2 	 33 	 1013 	 1,2 	  
18:30 30.12.2019 	 2 	 1,76 	 2 	 3 	 20 	 1013 	 1 	  
18:20 30.12.2019 	 1,93 	 1,66 	 3 	 4 	 31 	 1013 	 1,1 	  
18:10 30.12.2019 	 1,85 	 1,69 	 3 	 4 	 44 	 1013 	 1,1 	  
18:00 30.12.2019 	 1,77 	 1,56 	 3 	 4 	 37 	 1013 	 1 	  
17:50 30.12.2019 	 1,68 	 1,42 	 3 	 5 	 59 	 1013 	 1 	  
17:40 30.12.2019 	 1,6 	 1,32 	 5 	 7 	 61 	 1013 	 0,9 	  
17:30 30.12.2019 	 1,52 	 1,28 	 6 	 7 	 55 	 1013 	 0,8 	  
17:20 30.12.2019 	 1,43 	 1,3 	 6 	 7 	 54 	 1012 	 0,7 	  
17:10 30.12.2019 	 1,35 	 1,1 	 5 	 7 	 47 	 1013 	 0,7 	  
17:00 30.12.2019 	 1,27 	 1,18 	 5 	 7 	 53 	 1012 	 0,9 	  
16:50 30.12.2019 	 1,19 	 0,95 	 6 	 7 	 58 	 1012 	 0,9 	  
16:40 30.12.2019 	 1,11 	 0,91 	 6 	 7 	 61 	 1012 	 0,8 	  
16:30 30.12.2019 	 1,04 	 0,82 	 5 	 6 	 60 	 1012 	 1 	  
16:20 30.12.2019 	 0,97 	 0,78 	 5 	 6 	 60 	 1012 	 0,9 	  
16:10 30.12.2019 	 0,91 	 0,68 	 5 	 7 	 69 	 1013 	 1 	  
16:00 30.12.2019 	 0,85 	 0,59 	 5 	 6 	 68 	 1013 	 1,2 	  
15:50 30.12.2019 	 0,8 	 0,58 	 5 	 6 	 66 	 1013 	 1,2 	  
15:40 30.12.2019 	 0,75 	 0,55 	 5 	 5 	 66 	 1013 	 1,2 	  
15:30 30.12.2019 	 0,71 	 0,45 	 4 	 6 	 70 	 1013 	 1,1 	  
15:20 30.12.2019 	 0,68 	 0,33 	 5 	 7 	 68 	 1013 	 0,9 	  
15:10 30.12.2019 	 0,65 	 0,41 	 5 	 6 	 67 	 1012 	 0,8 	  
15:00 30.12.2019 	 0,64 	 0,39 	 5 	 6 	 72 	 1012 	 0,8 	  
14:50 30.12.2019 	 0,63 	 0,42 	 5 	 7 	 66 	 1012 	 0,4 	  
14:40 30.12.2019 	 0,62 	 0,43 	 4 	 5 	 54 	 1012 	 0,4 	  
14:30 30.12.2019 	 0,64 	 0,51 	 3 	 4 	 28 	 1012 	 0,3 	  
14:20 30.12.2019 	 0,65 	 0,4 	 2 	 3 	 30 	 1013 	 0 	  
14:10 30.12.2019 	 0,68 	 0,45 	 2 	 3 	 51 	 1013 	 0,8 	  
14:00 30.12.2019 	 0,71 	 0,44 	 3 	 4 	 47 	 1013 	 0,3 	  
13:50 30.12.2019 	 0,75 	 0,45 	 3 	 4 	 51 	 1013 	 0,9 	  
13:40 30.12.2019 	 0,8 	 0,54 	 3 	 4 	 68 	 1013 	 1,2 	  
13:30 30.12.2019 	 0,85 	 0,62 	 2 	 3 	 61 	 1013 	 1,2 	  
13:20 30.12.2019 	 0,91 	 0,79 	 2 	 3 	 65 	 1013 	 1,2 	  
13:10 30.12.2019 	 0,98 	 0,83 	 1 	 2 	 45 	 1012 	 1,2 	  
13:00 30.12.2019 	 1,05 	 0,84 	 1 	 2 	 21 	 1012 	 0,5 	  
12:50 30.12.2019 	 1,13 	 0,96 	 1 	 1 	 4 	 1012 	 -0,1 	  
12:40 30.12.2019 	 1,22 	 0,97 	 0 	 1 	 10 	 1012 	 -0,3 	  
12:30 30.12.2019 	 1,3 	 1,1 	 1 	 1 	 360 	 1012 	 -0,4 	  
12:20 30.12.2019 	 1,39 	 1,24 	 0 	 1 	 360 	 1012 	 -1,2 	  
12:10 30.12.2019 	 1,49 	 1,21 	 0 	 1 	 357 	 1012 	 -1,7 	  
12:00 30.12.2019 	 1,58 	 1,43 	 1 	 2 	 336 	 1012 	 -1,5 	  
11:50 30.12.2019 	 1,67 	 1,54 	 2 	 3 	 342 	 1011 	 -1,2 	  
11:40 30.12.2019 	 1,77 	 1,64 	 2 	 3 	 5 	 1011 	 -0 	  
11:30 30.12.2019 	 1,87 	 1,73 	 2 	 3 	 355 	 1011 	 0,3 	  
11:20 30.12.2019 	 1,96 	 1,79 	 1 	 2 	 340 	 1011 	 0,3 	  
11:10 30.12.2019 	 2,06 	 2,06 	 2 	 3 	 324 	 1011 	 0,3 	  
11:00 30.12.2019 	 2,15 	 2,06 	 2 	 3 	 304 	 1010 	 1,1 	  
10:50 30.12.2019 	 2,23 	 2,14 	 3 	 4 	 301 	 1010 	 0,8 	  
10:40 30.12.2019 	 2,31 	 2,1 	 3 	 5 	 290 	 1010 	 1,2 	  
10:30 30.12.2019 	 2,39 	 2,26 	 2 	 4 	 291 	 1010 	 0,5 	  
10:20 30.12.2019 	 2,47 	 2,36 	 3 	 4 	 278 	 1010 	 0,9 	  
10:10 30.12.2019 	 2,54 	 2,54 	 3 	 5 	 276 	 1010 	 0,7 	  
10:00 30.12.2019 	 2,6 	 2,56 	 2 	 3 	 273 	 1010 	 -0,1 	  
09:50 30.12.2019 	 2,66 	 2,63 	 2 	 3 	 286 	 1010 	 -0 	  
09:40 30.12.2019 	 2,72 	 2,66 	 2 	 3 	 288 	 1010 	 -0,1 	  
09:30 30.12.2019 	 2,76 	 2,72 	 2 	 3 	 304 	 1010 	 -0,3 	  
09:20 30.12.2019 	 2,8 	 2,8 	 2 	 2 	 306 	 1009 	 -0,4 	  
09:10 30.12.2019 	 2,84 	 2,78 	 1 	 2 	 315 	 1009 	 -0,1 	  
09:00 30.12.2019 	 2,86 	 2,74 	 1 	 2 	 303 	 1009 	 0,4 	  
08:50 30.12.2019 	 2,88 	 2,87 	 0 	 2 	 310 	 1008 	 0,5 	  
08:40 30.12.2019 	 2,89 	 2,86 	 0 	 1 	 326 	 1008 	 -0,3 	  
08:30 30.12.2019 	 2,9 	 2,88 	 2 	 3 	 313 	 1008 	 -1 	  
08:20 30.12.2019 	 2,9 	 2,91 	 3 	 4 	 294 	 1008 	 0,6 	  
08:10 30.12.2019 	 2,88 	 2,98 	 4 	 5 	 288 	 1008 	 0,8 	  
08:00 30.12.2019 	 2,87 	 2,86 	 3 	 5 	 282 	 1007 	 0,9 	  
07:50 30.12.2019 	 2,84 	 2,85 	 3 	 5 	 297 	 1007 	 0,9 	  
07:40 30.12.2019 	 2,81 	 2,96 	 4 	 6 	 289 	 1007 	 1,2 	  
07:30 30.12.2019 	 2,77 	 2,69 	 5 	 6 	 276 	 1007 	 1,5 	  
07:20 30.12.2019 	 2,72 	 2,73 	 5 	 6 	 267 	 1007 	 1,6 	  
07:10 30.12.2019 	 2,68 	 2,55 	 3 	 6 	 269 	 1006 	 1,2 	  
07:00 30.12.2019 	 2,62 	 2,54 	 2 	 4 	 255 	 1006 	 1,2 	  
06:50 30.12.2019 	 2,56 	 2,54 	 1 	 2 	 235 	 1006 	 0,3 	  
06:40 30.12.2019 	 2,48 	 2,55 	 1 	 2 	 257 	 1006 	 0,4 	  
06:30 30.12.2019 	 2,42 	 2,38 	 2 	 4 	 271 	 1006 	 0,3 	  
06:20 30.12.2019 	 2,33 	 2,32 	 2 	 3 	 275 	 1006 	 -0,3 	  
06:10 30.12.2019 	 2,25 	 2,21 	 3 	 5 	 329 	 1005 	 -1 	  
06:00 30.12.2019 	 2,17 	 2,19 	 4 	 5 	 354 	 1005 	 -0 	  
05:50 30.12.2019 	 2,08 	 2,07 	 3 	 4 	 354 	 1005 	 -0 	  
05:40 30.12.2019 	 1,99 	 1,99 	 2 	 3 	 357 	 1005 	 0,1 	  
05:30 30.12.2019 	 1,89 	 1,8 	 2 	 2 	 338 	 1004 	 -0,5 	  
05:20 30.12.2019 	 1,79 	 1,65 	 2 	 3 	 341 	 1004 	 -0,3 	  
05:10 30.12.2019 	 1,7 	 1,7 	 2 	 3 	 354 	 1004 	 0,2 	  
05:00 30.12.2019 	 1,61 	 1,6 	 1 	 2 	 358 	 1004 	 0,1 	  
04:50 30.12.2019 	 1,51 	 1,49 	 2 	 3 	 356 	 1004 	 0,3 	  
04:40 30.12.2019 	 1,42 	 1,19 	 2 	 4 	 14 	 1003 	 1,1 	  
04:30 30.12.2019 	 1,32 	 1,17 	 3 	 4 	 14 	 1003 	 1,2 	  
04:20 30.12.2019 	 1,23 	 1,16 	 4 	 5 	 356 	 1003 	 1 	  
04:10 30.12.2019 	 1,15 	 0,91 	 4 	 6 	 14 	 1003 	 1 	  
04:00 30.12.2019 	 1,07 	 1,02 	 3 	 5 	 355 	 1002 	 1,1 	  
03:50 30.12.2019 	 0,99 	 0,78 	 4 	 6 	 333 	 1002 	 1,2 	  
03:40 30.12.2019 	 0,92 	 0,78 	 4 	 5 	 333 	 1002 	 1,2 	  
03:30 30.12.2019 	 0,85 	 0,67 	 3 	 5 	 333 	 1002 	 1,3 	  
03:20 30.12.2019 	 0,79 	 0,5 	 4 	 5 	 335 	 1002 	 1,7 	  
03:10 30.12.2019 	 0,74 	 0,64 	 5 	 7 	 340 	 1001 	 2,1 	  
03:00 30.12.2019 	 0,69 	 0,52 	 5 	 6 	 342 	 1001 	 2,1 	  
02:50 30.12.2019 	 0,65 	 0,47 	 5 	 6 	 339 	 1001 	 2,1 	  
02:40 30.12.2019 	 0,62 	 0,39 	 4 	 6 	 318 	 1001 	 1 	  
02:30 30.12.2019 	 0,6 	 0,3 	 4 	 6 	 300 	 1001 	 0,9 	  
02:20 30.12.2019 	 0,59 	 0,33 	 4 	 6 	 312 	 1000 	 1,3 	  
02:10 30.12.2019 	 0,58 	 0,36 	 5 	 7 	 337 	 1000 	 2,8 	  
02:00 30.12.2019 	 0,58 	 0,35 	 5 	 8 	 335 	 1000 	 2,8 	  
01:50 30.12.2019 	 0,59 	 0,35 	 5 	 10 	 323 	 1000 	 2,5 	  
01:40 30.12.2019 	 0,62 	 0,48 	 4 	 7 	 310 	 1000 	 2,8 	  
01:30 30.12.2019 	 0,64 	 0,52 	 3 	 5 	 296 	 1000 	 2,1 	  
01:20 30.12.2019 	 0,68 	 0,57 	 4 	 7 	 304 	 999 	 2,8 	  
01:10 30.12.2019 	 0,72 	 0,51 	 5 	 7 	 318 	 999 	 2,5 	  
01:00 30.12.2019 	 0,77 	 0,57 	 5 	 8 	 323 	 999 	 2,8 	  
00:50 30.12.2019 	 0,83 	 0,54 	 4 	 5 	 313 	 999 	 1,9 	  
00:40 30.12.2019 	 0,89 	 0,67 	 4 	 5 	 309 	 999 	 2,1 	  
